chr6	24984176	24984411	1	LTR7B	-	solo:LTR7B:954
chr6	26028813	26029209	1	LTR7	-	solo:LTR7:955
chr6	26489864	26490252	1	LTR7B	+	solo:LTR7B:956
chr6	27378255	27378712	1	LTR7	-	solo:LTR7:957
chr6	28122221	28122646	1	LTR7C	-	solo:LTR7C:958
chr6	28980931	28981360	1	LTR7C	+	solo:LTR7C:959
chr6	29296433	29296883	1	LTR7	+	solo:LTR7:960
chr6	31771336	31771487	1	LTR7B	+	solo:LTR7B:961
chr6	33879735	33880220	1	LTR7B	+	solo:LTR7B:962
chr6	3468939	3469394	1	LTR7B	+	solo:LTR7B:963
chr6	3547518	3547948	1	LTR7B	+	solo:LTR7B:964
chr6	38433309	38433731	1	LTR7Y	+	solo:LTR7Y:965
chr6	38921758	38922167	1	LTR7	-	solo:LTR7:966
chr6	43370197	43370576	1	LTR7B	+	solo:LTR7B:967
chr6	48837282	48837746	1	LTR7B	+	solo:LTR7B:968
chr6	65569016	65569407	1	LTR7	+	solo:LTR7:969
chr6	65849357	65849819	1	LTR7B	-	solo:LTR7B:970
chr6	68070058	68070457	1	LTR7	+	solo:LTR7:971
chr6	69797399	69797828	1	LTR7B	+	solo:LTR7B:972
chr6	73850193	73850431	1	LTR7Y	-	solo:LTR7Y:973
chr6	76561026	76562692	2	LTR7,LTR7	+	solo:LTR7:974
chr6	78091528	78091959	1	LTR7	+	solo:LTR7:975
chr6	80981141	80981689	1	LTR7B	+	solo:LTR7B:976
chr6	85404290	85404719	1	LTR7B	+	solo:LTR7B:977
chr6	86458454	86458852	1	LTR7	+	solo:LTR7:978
chr6	87861861	87862361	1	LTR7	-	solo:LTR7:979
chr6_GL000250v2_alt	246516	246945	1	LTR7C	+	solo:LTR7C:980
chr6_GL000250v2_alt	3103948	3104099	1	LTR7B	+	solo:LTR7B:981
chr6_GL000250v2_alt	562086	562536	1	LTR7	+	solo:LTR7:982
chr6_GL000251v2_alt	3248580	3248731	1	LTR7B	+	solo:LTR7B:983
chr6_GL000251v2_alt	467405	467834	1	LTR7C	+	solo:LTR7C:984
chr6_GL000251v2_alt	783022	783472	1	LTR7	+	solo:LTR7:985
chr6_GL000252v2_alt	246534	246963	1	LTR7C	+	solo:LTR7C:986
chr6_GL000252v2_alt	3019110	3019261	1	LTR7B	+	solo:LTR7B:987
chr6_GL000252v2_alt	562063	562513	1	LTR7	+	solo:LTR7:988
chr6_GL000253v2_alt	246491	246920	1	LTR7C	+	solo:LTR7C:989
chr6_GL000253v2_alt	562026	562476	1	LTR7	+	solo:LTR7:990
chr6_GL000254v2_alt	3113225	3113376	1	LTR7B	+	solo:LTR7B:991
chr6_GL000254v2_alt	562183	562654	1	LTR7	+	solo:LTR7:992
chr6_GL000255v2_alt	246509	246938	1	LTR7C	+	solo:LTR7C:993
chr6_GL000256v2_alt	290381	290810	1	LTR7C	+	solo:LTR7C:994
chr6_GL000256v2_alt	3070628	3070779	1	LTR7B	+	solo:LTR7B:995
chr6_GL000256v2_alt	605853	606303	1	LTR7	+	solo:LTR7:996
chr6_KI270800v1_alt	74546	75008	1	LTR7B	-	solo:LTR7B:997
chr6_KZ208911v1_fix	86439	86938	1	LTR7	+	solo:LTR7:998
chr7	101935023	101935434	1	LTR7	+	solo:LTR7:999
chr7	106567352	106567841	1	LTR7B	+	solo:LTR7B:1000
chr7	111850496	111850929	1	LTR7C	+	solo:LTR7C:1001
chr7	112013659	112013768	2	LTR7,LTR7	-	solo:LTR7:1002
chr7	112667384	112667782	1	LTR7	-	solo:LTR7:1003
chr7	1161007	1161440	1	LTR7B	-	solo:LTR7B:1004
chr7	118580726	118581193	1	LTR7C	-	solo:LTR7C:1005
chr7	119838678	119839160	1	LTR7B	-	solo:LTR7B:1006
chr7	124008264	124008713	1	LTR7	+	solo:LTR7:1007
chr7	125258827	125259326	1	LTR7	+	solo:LTR7:1008
chr7	129533924	129534681	2	LTR7,LTR7	-	solo:LTR7:1009
chr7	131587862	131588296	1	LTR7	-	solo:LTR7:1010
chr7	139093418	139093817	1	LTR7	+	solo:LTR7:1011
chr7	146688333	146688762	1	LTR7C	-	solo:LTR7C:1012
chr7	147166557	147166914	1	LTR7	-	solo:LTR7:1013
chr7	147601206	147609099	2	LTR7,LTR7	-	solo:LTR7:1014
chr7	150461857	150462322	1	LTR7B	-	solo:LTR7B:1015
chr7	150887242	150887702	1	LTR7B	-	solo:LTR7B:1016
chr7	152884632	152885000	1	LTR7	+	solo:LTR7:1017
chr7	26271474	26271785	1	LTR7B	+	solo:LTR7B:1018
chr7	32514433	32514933	1	LTR7	+	solo:LTR7:1019
chr7	33065007	33065457	1	LTR7	-	solo:LTR7:1020
chr7	34654824	34655262	1	LTR7B	+	solo:LTR7B:1021
chr7	36659793	36660261	1	LTR7C	+	solo:LTR7C:1022
chr7	37551382	37551816	1	LTR7C	-	solo:LTR7C:1023
chr7	42673707	42674144	1	LTR7	-	solo:LTR7:1024
chr7	43202708	43203099	1	LTR7	+	solo:LTR7:1025
chr7	43397409	43397863	1	LTR7B	-	solo:LTR7B:1026
chr7	43436366	43436754	1	LTR7	-	solo:LTR7:1027
chr7	45859952	45860413	1	LTR7B	-	solo:LTR7B:1028
chr7	46769232	46769677	1	LTR7C	+	solo:LTR7C:1029
chr7	48146273	48146724	1	LTR7	-	solo:LTR7:1030
chr7	48941052	48941413	1	LTR7	+	solo:LTR7:1031
chr7	49101084	49101493	1	LTR7	+	solo:LTR7:1032
chr7	50578826	50579286	1	LTR7B	+	solo:LTR7B:1033
chr7	53239229	53239608	1	LTR7	-	solo:LTR7:1034
chr7	64679075	64679138	1	LTR7C	-	solo:LTR7C:1035
chr7	66592696	66593101	1	LTR7	+	solo:LTR7:1036
chr7	68388908	68389328	1	LTR7	-	solo:LTR7:1037
chr7	70860080	70860512	1	LTR7B	+	solo:LTR7B:1038
chr7	71174447	71174876	1	LTR7B	-	solo:LTR7B:1039
chr7	7209730	7212875	3	LTR7,LTR7B,LTR7B	-	solo:LTR7B_LTR7:1040
chr7	78577477	78577880	1	LTR7	-	solo:LTR7:1041
chr7	83833684	83834091	1	LTR7	-	solo:LTR7:1042
chr7	84823106	84823571	1	LTR7C	+	solo:LTR7C:1043
chr7	8782745	8783093	1	LTR7	+	solo:LTR7:1044
chr7	88320289	88320683	1	LTR7B	+	solo:LTR7B:1045
chr7	9467817	9471057	2	LTR7B,LTR7	+	solo:LTR7B_LTR7:1046
chr7	95067944	95068047	1	LTR7Y	+	solo:LTR7Y:1047
chr7	97153924	97154379	1	LTR7B	-	solo:LTR7B:1048
chr8	100495623	100496034	1	LTR7	+	solo:LTR7:1049
chr8	101162537	101162958	1	LTR7B	+	solo:LTR7B:1050
chr8	103645853	103646263	1	LTR7	-	solo:LTR7:1051
chr8	105838505	105838896	1	LTR7	-	solo:LTR7:1052
chr8	108309756	108310205	1	LTR7	-	solo:LTR7:1053
chr8	108420631	108421085	1	LTR7B	-	solo:LTR7B:1054
chr8	111805282	111805649	1	LTR7	+	solo:LTR7:1055
chr8	115709935	115710372	1	LTR7C	+	solo:LTR7C:1056
chr8	121781465	121782497	6	LTR7B,LTR7B,LTR7B,LTR7B,LTR7B,LTR7B	-	solo:LTR7B:1057
chr8	121815815	121816289	1	LTR7B	-	solo:LTR7B:1058
chr8	122018612	122019020	1	LTR7B	-	solo:LTR7B:1059
chr8	124897368	124897795	1	LTR7C	-	solo:LTR7C:1060
chr8	126284281	126284656	1	LTR7	+	solo:LTR7:1061
chr8	126422953	126423309	1	LTR7	-	solo:LTR7:1062
chr8	133607497	133607927	1	LTR7B	+	solo:LTR7B:1063
chr8	134922655	134923091	1	LTR7C	-	solo:LTR7C:1064
chr8	134970288	134970667	1	LTR7	-	solo:LTR7:1065
chr8	136618848	136619213	1	LTR7	-	solo:LTR7:1066
chr8	136686973	136687321	1	LTR7	+	solo:LTR7:1067
chr8	137227736	137228202	1	LTR7C	+	solo:LTR7C:1068
chr8	13821387	13821771	1	LTR7	-	solo:LTR7:1069
chr8	138925781	138926178	1	LTR7	-	solo:LTR7:1070
chr8	15925931	15926346	1	LTR7C	+	solo:LTR7C:1071
chr8	1801297	1801747	1	LTR7	+	solo:LTR7:1072
chr8	18362022	18362489	1	LTR7B	+	solo:LTR7B:1073
chr8	18393943	18394351	1	LTR7	-	solo:LTR7:1074
chr8	22951379	22951843	1	LTR7B	-	solo:LTR7B:1075
chr8	30035256	30035666	1	LTR7	+	solo:LTR7:1076
chr8	30093163	30093523	1	LTR7	-	solo:LTR7:1077
chr8	33626144	33626605	1	LTR7	-	solo:LTR7:1078
chr8	34860186	34860639	1	LTR7	-	solo:LTR7:1079
chr8	35829021	35829396	1	LTR7	-	solo:LTR7:1080
chr8	38004278	38004703	1	LTR7B	+	solo:LTR7B:1081
chr8	39580223	39580641	1	LTR7C	-	solo:LTR7C:1082
chr8	39606682	39607028	1	LTR7	-	solo:LTR7:1083
chr8	43116802	43117302	1	LTR7	-	solo:LTR7:1084
chr8	46986913	46987352	1	LTR7Y	+	solo:LTR7Y:1085
chr8	48261720	48262129	1	LTR7	-	solo:LTR7:1086
chr8	49801848	49802308	1	LTR7B	+	solo:LTR7B:1087
chr8	50841838	50842223	1	LTR7	+	solo:LTR7:1088
chr8	51916191	51916638	1	LTR7B	-	solo:LTR7B:1089
chr8	5290231	5290697	1	LTR7C	-	solo:LTR7C:1090
chr8	56107348	56107762	1	LTR7Y	+	solo:LTR7Y:1091
chr8	56439025	56439435	1	LTR7	+	solo:LTR7:1092
chr8	57390768	57391200	1	LTR7	+	solo:LTR7:1093
chr8	57874484	57874894	1	LTR7	-	solo:LTR7:1094
chr8	57941797	57942211	1	LTR7	-	solo:LTR7:1095
chr8	58465587	58466022	1	LTR7	+	solo:LTR7:1096
chr8	63497053	63497454	1	LTR7	+	solo:LTR7:1097
chr8	63511256	63511736	1	LTR7B	+	solo:LTR7B:1098
chr8	63888200	63888569	1	LTR7	+	solo:LTR7:1099
chr8	67378009	67378442	1	LTR7B	+	solo:LTR7B:1100
chr8	67719966	67720415	1	LTR7	-	solo:LTR7:1101
chr8	72997863	72998325	1	LTR7	+	solo:LTR7:1102
chr8	7393592	7393977	1	LTR7	-	solo:LTR7:1103
chr8	75217075	75217474	1	LTR7	-	solo:LTR7:1104
chr8	7917927	7918312	1	LTR7	+	solo:LTR7:1105
chr8	81982944	81983319	1	LTR7	+	solo:LTR7:1106
chr8	84290301	84290753	1	LTR7	-	solo:LTR7:1107
chr8	85489921	85490353	1	LTR7B	+	solo:LTR7B:1108
chr8	87082039	87082447	1	LTR7C	+	solo:LTR7C:1109
chr8	888876	889287	1	LTR7	-	solo:LTR7:1110
chr8	89755838	89756273	1	LTR7C	+	solo:LTR7C:1111
chr8	9184085	9184535	1	LTR7	-	solo:LTR7:1112
chr8	9185050	9185479	1	LTR7B	+	solo:LTR7B:1113
chr8	92415772	92416204	1	LTR7	+	solo:LTR7:1114
chr8	93878356	93878720	1	LTR7	-	solo:LTR7:1115
chr8	96504808	96505098	1	LTR7	-	solo:LTR7:1116
chr8_KI270812v1_alt	27235	27646	1	LTR7	-	solo:LTR7:1117
chr8_KI270813v1_alt	76318	76703	1	LTR7	-	solo:LTR7:1118
chr8_KI270822v1_alt	330840	331258	1	LTR7C	-	solo:LTR7C:1119
chr8_KI270822v1_alt	357311	357657	1	LTR7	-	solo:LTR7:1120
chr8_KI270926v1_alt	213955	214405	1	LTR7	+	solo:LTR7:1121
chr8_KZ208915v1_fix	4166092	4166521	1	LTR7B	-	solo:LTR7B:1122
chr8_KZ208915v1_fix	4167036	4167486	1	LTR7	+	solo:LTR7:1123
chr8_KZ208915v1_fix	5514883	5515268	1	LTR7	+	solo:LTR7:1124
chr8_KZ208915v1_fix	825396	825781	1	LTR7	+	solo:LTR7:1125
chr9	102729837	102730248	1	LTR7	-	solo:LTR7:1126
chr9	104870664	104871097	1	LTR7	-	solo:LTR7:1127
chr9	105285472	105285881	1	LTR7B	-	solo:LTR7B:1128
chr9	105435286	105435702	1	LTR7C	-	solo:LTR7C:1129
chr9	10909282	10909642	1	LTR7	+	solo:LTR7:1130
chr9	11038672	11039079	1	LTR7	+	solo:LTR7:1131
chr9	124143028	124144014	2	LTR7B,LTR7B	+	solo:LTR7B:1132
chr9	12440911	12441412	1	LTR7	-	solo:LTR7:1133
chr9	125665418	125665632	1	LTR7B	+	solo:LTR7B:1134
chr9	129786512	129786973	1	LTR7B	+	solo:LTR7B:1135
chr9	15379807	15380252	1	LTR7B	-	solo:LTR7B:1136
chr9	15419319	15420038	2	LTR7B,LTR7B	-	solo:LTR7B:1137
chr9	15786586	15787054	1	LTR7C	+	solo:LTR7C:1138
chr9	27002285	27002401	1	LTR7Y	-	solo:LTR7Y:1139
chr9	29902368	29902777	1	LTR7	-	solo:LTR7:1140
chr9	31440338	31440748	1	LTR7	+	solo:LTR7:1141
chr9	33377531	33377963	1	LTR7B	-	solo:LTR7B:1142
chr9	35120759	35121190	1	LTR7B	+	solo:LTR7B:1143
chr9	3749770	3750092	1	LTR7	+	solo:LTR7:1144
chr9	38955595	38955995	1	LTR7	-	solo:LTR7:1145
chr9	3900860	3901293	1	LTR7C	+	solo:LTR7C:1146
chr9	40886223	40886567	1	LTR7B	+	solo:LTR7B:1147
chr9	60544240	60544577	1	LTR7B	-	solo:LTR7B:1148
chr9	67407945	67408345	1	LTR7	+	solo:LTR7:1149
chr9	69823625	69824033	1	LTR7	-	solo:LTR7:1150
chr9	73299117	73299483	1	LTR7	-	solo:LTR7:1151
chr9	74091505	74091540	1	LTR7B	-	solo:LTR7B:1152
chr9	76954631	76954698	1	LTR7Y	+	solo:LTR7Y:1153
chr9	84349004	84349327	2	LTR7B,LTR7B	-	solo:LTR7B:1154
chr9	87408068	87408472	1	LTR7	-	solo:LTR7:1155
chr9	88332249	88333524	3	LTR7B,LTR7B,LTR7B	-	solo:LTR7B:1156
chr9	88514136	88514504	1	LTR7	-	solo:LTR7:1157
chr9	94650487	94650911	1	LTR7B	+	solo:LTR7B:1158
chr9	9806410	9806721	1	LTR7B	+	solo:LTR7B:1159
chrUn_GL000195v1	33397	34844	2	LTR7,LTR7	+	solo:LTR7:1160
chrX	101964691	101965081	1	LTR7	-	solo:LTR7:1161
chrX	102733787	102734237	1	LTR7	-	solo:LTR7:1162
chrX	1081977	1082419	1	LTR7	+	solo:LTR7:1163
chrX	109576055	109576612	1	LTR7B	+	solo:LTR7B:1164
chrX	109829042	109829502	1	LTR7B	+	solo:LTR7B:1165
chrX	113401980	113402431	1	LTR7	+	solo:LTR7:1166
chrX	113988394	113988824	1	LTR7Y	+	solo:LTR7Y:1167
chrX	114047518	114047965	1	LTR7C	-	solo:LTR7C:1168
chrX	116105681	116106136	1	LTR7	+	solo:LTR7:1169
chrX	116924987	116925422	1	LTR7	-	solo:LTR7:1170
chrX	120041754	120042193	1	LTR7Y	+	solo:LTR7Y:1171
chrX	120194172	120194611	1	LTR7Y	-	solo:LTR7Y:1172
chrX	12310026	12310475	1	LTR7	-	solo:LTR7:1173
chrX	1232774	1232986	1	LTR7C	-	solo:LTR7C:1174
chrX	123777296	123777730	1	LTR7	+	solo:LTR7:1175
chrX	134945032	134946732	2	LTR7B,LTR7	+	solo:LTR7B_LTR7:1176
chrX	13741568	13742016	1	LTR7C	-	solo:LTR7C:1177
chrX	139913440	139913845	1	LTR7	+	solo:LTR7:1178
chrX	142431149	142431610	1	LTR7B	+	solo:LTR7B:1179
chrX	142563683	142564133	1	LTR7	+	solo:LTR7:1180
chrX	145725598	145725990	1	LTR7	+	solo:LTR7:1181
chrX	147138029	147138442	1	LTR7	+	solo:LTR7:1182
chrX	149682988	149683399	1	LTR7	+	solo:LTR7:1183
chrX	153682522	153682989	1	LTR7B	+	solo:LTR7B:1184
chrX	155956431	155956535	1	LTR7B	+	solo:LTR7B:1185
chrX	16227869	16228276	1	LTR7	+	solo:LTR7:1186
chrX	16456371	16456926	1	LTR7B	-	solo:LTR7B:1187
chrX	16580049	16580415	1	LTR7	-	solo:LTR7:1188
chrX	1671031	1671750	2	LTR7B,LTR7B	+	solo:LTR7B:1189
chrX	2187575	2188047	1	LTR7C	+	solo:LTR7C:1190
chrX	22404351	22404814	1	LTR7C	+	solo:LTR7C:1191
chrX	23157011	23157795	2	LTR7B,LTR7B	+	solo:LTR7B:1192
chrX	23438139	23438568	1	LTR7B	-	solo:LTR7B:1193
chrX	25577350	25577738	1	LTR7	+	solo:LTR7:1194
chrX	278907	279378	1	LTR7C	-	solo:LTR7C:1195
chrX	2850525	2850930	1	LTR7	+	solo:LTR7:1196
chrX	30029146	30029543	1	LTR7	-	solo:LTR7:1197
chrX	30193876	30194266	1	LTR7	+	solo:LTR7:1198
chrX	32538157	32538590	1	LTR7	+	solo:LTR7:1199
chrX	32889464	32889890	1	LTR7B	+	solo:LTR7B:1200
chrX	33103274	33104707	2	LTR7,LTR7	+	solo:LTR7:1201
chrX	34229993	34230359	1	LTR7	-	solo:LTR7:1202
chrX	34569322	34569770	1	LTR7	+	solo:LTR7:1203
chrX	35496730	35497163	1	LTR7C	+	solo:LTR7C:1204
chrX	3590917	3591596	2	LTR7,LTR7	+	solo:LTR7:1205
chrX	3808974	3809365	1	LTR7	+	solo:LTR7:1206
chrX	42468608	42469038	1	LTR7Y	+	solo:LTR7Y:1207
chrX	43007079	43007491	1	LTR7	-	solo:LTR7:1208
chrX	43623114	43623542	1	LTR7	+	solo:LTR7:1209
chrX	45400994	45401431	1	LTR7	-	solo:LTR7:1210
chrX	46067011	46067440	1	LTR7C	+	solo:LTR7C:1211
chrX	50044459	50044747	1	LTR7B	-	solo:LTR7B:1212
chrX	5241224	5241367	1	LTR7B	+	solo:LTR7B:1213
chrX	529617	530006	1	LTR7	-	solo:LTR7:1214
chrX	55868216	55868626	1	LTR7	+	solo:LTR7:1215
chrX	57336040	57336451	1	LTR7	+	solo:LTR7:1216
chrX	57338063	57338564	1	LTR7	-	solo:LTR7:1217
chrX	597445	599849	15	LTR7B,LTR7B,LTR7B,LTR7B,LTR7Y,LTR7B,LTR7B,LTR7B,LTR7Y,LTR7B,LTR7B,LTR7Y,LTR7Y,LTR7B,LTR7B	-	solo:LTR7Y_LTR7B:1218
chrX	6308002	6308363	1	LTR7	+	solo:LTR7:1219
chrX	64324710	64324817	1	LTR7Y	+	solo:LTR7Y:1220
chrX	67985333	67985767	1	LTR7	-	solo:LTR7:1221
chrX	697038	697420	1	LTR7C	-	solo:LTR7C:1222
chrX	7110566	7111001	1	LTR7	-	solo:LTR7:1223
chrX	72730656	72731115	1	LTR7B	+	solo:LTR7B:1224
chrX	74151611	74151678	1	LTR7B	+	solo:LTR7B:1225
chrX	78160684	78161148	1	LTR7	-	solo:LTR7:1226
chrX	80604301	80604687	1	LTR7B	+	solo:LTR7B:1227
chrX	806257	806732	1	LTR7B	+	solo:LTR7B:1228
chrX	8356063	8356497	1	LTR7	-	solo:LTR7:1229
chrX	84958316	84958680	1	LTR7A	-	solo:LTR7A:1230
chrX	86537780	86538147	1	LTR7	+	solo:LTR7:1231
chrX	8689704	8689764	1	LTR7	-	solo:LTR7:1232
chrX	8782146	8782507	1	LTR7	-	solo:LTR7:1233
chrX	88343412	88343859	1	LTR7	-	solo:LTR7:1234
chrX	89191521	89191969	1	LTR7	+	solo:LTR7:1235
chrX	90690698	90691127	1	LTR7B	+	solo:LTR7B:1236
chrX	90704649	90706487	2	LTR7C,LTR7B	+	solo:LTR7C_LTR7B:1237
chrX	90934133	90934589	1	LTR7	-	solo:LTR7:1238
chrX	90952414	90952812	1	LTR7	-	solo:LTR7:1239
chrX	94052056	94052429	1	LTR7	+	solo:LTR7:1240
chrX	94221718	94222108	1	LTR7	+	solo:LTR7:1241
chrX	94290424	94290875	1	LTR7B	+	solo:LTR7B:1242
chrX	95092676	95093127	1	LTR7	+	solo:LTR7:1243
chrX	96730786	96731236	1	LTR7	-	solo:LTR7:1244
chrX	96841749	96842123	1	LTR7	-	solo:LTR7:1245
chrX	99749771	99750138	1	LTR7	-	solo:LTR7:1246
chrX_KI270880v1_alt	212970	213359	1	LTR7	-	solo:LTR7:1247
chrX_KI270880v1_alt	280798	283202	15	LTR7B,LTR7B,LTR7B,LTR7B,LTR7Y,LTR7B,LTR7B,LTR7B,LTR7Y,LTR7B,LTR7B,LTR7Y,LTR7Y,LTR7B,LTR7B	-	solo:LTR7Y_LTR7B:1248
chrX_KI270913v1_alt	202110	202499	1	LTR7	-	solo:LTR7:1249
chrX_KI270913v1_alt	269938	272342	15	LTR7B,LTR7B,LTR7B,LTR7B,LTR7Y,LTR7B,LTR7B,LTR7B,LTR7Y,LTR7B,LTR7B,LTR7Y,LTR7Y,LTR7B,LTR7B	-	solo:LTR7Y_LTR7B:1250
chrY	1081977	1082419	1	LTR7	+	solo:LTR7:1251
chrY	11952126	11952678	2	LTR7C,LTR7C	-	solo:LTR7C:1252
chrY	1232774	1232986	1	LTR7C	-	solo:LTR7C:1253
chrY	12368821	12369229	1	LTR7	-	solo:LTR7:1254
chrY	12462640	12464066	2	LTR7,LTR7	+	solo:LTR7:1255
chrY	12534184	12534551	1	LTR7	+	solo:LTR7:1256
chrY	13097142	13097544	1	LTR7	+	solo:LTR7:1257
chrY	13164492	13164891	1	LTR7C	-	solo:LTR7C:1258
chrY	13205424	13205852	1	LTR7	-	solo:LTR7:1259
chrY	14465540	14465939	1	LTR7	+	solo:LTR7:1260
chrY	14475263	14475701	1	LTR7C	-	solo:LTR7C:1261
chrY	15510074	15510519	1	LTR7	-	solo:LTR7:1262
chrY	15692216	15692720	1	LTR7	-	solo:LTR7:1263
chrY	15799723	15800172	1	LTR7	-	solo:LTR7:1264
chrY	16174445	16174932	1	LTR7C	-	solo:LTR7C:1265
chrY	16205684	16206051	1	LTR7A	-	solo:LTR7A:1266
chrY	16379291	16379658	1	LTR7A	+	solo:LTR7A:1267
chrY	16410415	16410902	1	LTR7C	+	solo:LTR7C:1268
chrY	1671031	1671750	2	LTR7B,LTR7B	+	solo:LTR7B:1269
chrY	16851801	16852234	1	LTR7	-	solo:LTR7:1270
chrY	18645040	18645491	1	LTR7	+	solo:LTR7:1271
chrY	21037651	21038057	1	LTR7	+	solo:LTR7:1272
chrY	21147307	21147737	1	LTR7B	+	solo:LTR7B:1273
chrY	2187575	2188047	1	LTR7C	+	solo:LTR7C:1274
chrY	21951610	21952074	1	LTR7B	-	solo:LTR7B:1275
chrY	22634315	22634779	1	LTR7B	+	solo:LTR7B:1276
chrY	23561409	23561873	1	LTR7B	-	solo:LTR7B:1277
chrY	26108743	26109207	1	LTR7B	+	solo:LTR7B:1278
chrY	278907	279378	1	LTR7C	-	solo:LTR7C:1279
chrY	4272865	4273294	1	LTR7B	+	solo:LTR7B:1280
chrY	4286810	4288647	2	LTR7C,LTR7B	+	solo:LTR7C_LTR7B:1281
chrY	4510551	4511008	1	LTR7	-	solo:LTR7:1282
chrY	4527872	4528271	1	LTR7	-	solo:LTR7:1283
chrY	529617	530006	1	LTR7	-	solo:LTR7:1284
chrY	57142951	57143055	1	LTR7B	+	solo:LTR7B:1285
chrY	597445	599849	15	LTR7B,LTR7B,LTR7B,LTR7B,LTR7Y,LTR7B,LTR7B,LTR7B,LTR7Y,LTR7B,LTR7B,LTR7Y,LTR7Y,LTR7B,LTR7B	-	solo:LTR7Y_LTR7B:1286
chrY	6861128	6861529	1	LTR7	-	solo:LTR7:1287
chrY	697038	697420	1	LTR7C	-	solo:LTR7C:1288
chrY	806257	806732	1	LTR7B	+	solo:LTR7B:1289
chrY	8801347	8801788	1	LTR7	+	solo:LTR7:1290
chr1	12713281	12713470	2	HERVH-int,HERVH-int	-	solo:HERVH-int:1
chr12	101145761	101146033	1	HERVH-int	+	solo:HERVH-int:2
chr1	233688624	233688755	1	HERVH-int	+	solo:HERVH-int:3
chr12	81976109	81976454	2	HERVH-int,HERVH-int	+	solo:HERVH-int:4
chr12	9836181	9836520	1	HERVH-int	+	solo:HERVH-int:5
chr12_GL383553v2_alt	118437	118709	1	HERVH-int	-	solo:HERVH-int:6
chr14	25460991	25461120	1	HERVH-int	-	solo:HERVH-int:7
chr14_GL000009v2_random	199267	199392	1	HERVH-int	-	solo:HERVH-int:8
chr14_GL000194v1_random	189807	189932	1	HERVH-int	-	solo:HERVH-int:9
chr16	52216072	52217397	3	HERVH-int,HERVH-int,HERVH-int	-	solo:HERVH-int:10
chr16	60577805	60577950	1	HERVH-int	-	solo:HERVH-int:11
chr1	74921086	74921265	1	HERVH-int	+	solo:HERVH-int:12
chr19	20376469	20376564	1	HERVH-int	-	solo:HERVH-int:13
chr19	21130751	21131084	1	HERVH-int	+	solo:HERVH-int:14
chr19	23188261	23189033	1	HERVH-int	-	solo:HERVH-int:15
chr19	9364147	9366007	2	HERVH-int,HERVH-int	-	solo:HERVH-int:16
chr2	148217862	148217953	1	HERVH-int	+	solo:HERVH-int:17
chr2	192130832	192130890	1	HERVH-int	-	solo:HERVH-int:18
chr3	127059561	127059735	2	HERVH-int,HERVH-int	-	solo:HERVH-int:19
chr3	178207830	178207963	1	HERVH-int	-	solo:HERVH-int:20
chr3	46392185	46392338	1	HERVH-int	+	solo:HERVH-int:21
chr4	130947244	130948070	3	HERVH-int,HERVH-int,HERVH-int	+	solo:HERVH-int:22
chr5	143926208	143926326	1	HERVH-int	+	solo:HERVH-int:23
chr6	147631026	147632682	3	HERVH-int,HERVH-int,HERVH-int	-	solo:HERVH-int:24
chr7	51600720	51600764	1	HERVH-int	+	solo:HERVH-int:25
chr9	127415065	127415558	2	HERVH-int,HERVH-int	-	solo:HERVH-int:26
chrX	28503934	28504322	1	HERVH-int	+	solo:HERVH-int:27
chrX	50723657	50724200	1	HERVH-int	+	solo:HERVH-int:28
chrY	18948614	18948723	1	HERVH-int	+	solo:HERVH-int:29
chr1	4178038	4187514	4	LTR7B,HERVH-int,HERVH-int,LTR7A	-	flanked:LTR7B_LTR7A_HERVH-int:1
chr1	5044795	5053098	5	LTR7,HERVH-int,HERVH-int,HERVH-int,LTR7	+	flanked:LTR7_HERVH-int:2
chr1	13560840	13567494	7	LTR7B,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,LTR7B	+	flanked:LTR7B_HERVH-int:3
chr1	22997504	23004403	7	LTR7C,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,LTR7C	-	flanked:LTR7C_HERVH-int:4
chr1	30203677	30209113	7	LTR7B,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,LTR7B	+	flanked:LTR7B_HERVH-int:5
chr1	32432336	32438038	8	LTR7,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,LTR7	+	flanked:LTR7_HERVH-int:6
chr1	34631959	34636749	8	LTR7B,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,LTR7A	-	flanked:LTR7B_LTR7A_HERVH-int:7
chr1	37907814	37914173	9	LTR7B,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,LTR7B	+	flanked:LTR7B_HERVH-int:8
chr1	38425113	38430779	8	LTR7,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,LTR7	+	flanked:LTR7_HERVH-int:9
chr1	42856711	42859884	4	LTR7C,HERVH-int,HERVH-int,LTR7C	+	flanked:LTR7C_HERVH-int:10
chr1	43085533	43091157	8	LTR7,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,LTR7	+	flanked:LTR7_HERVH-int:11
chr1	48209001	48214821	8	LTR7,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,HERVH-int,LTR7	-	flanked:LTR7_HERVH-int:12
