E_ID	pubmed	symbol	reference gene	chr	satrt_p	end_p	species	Biosample_name	experiment_class	enhancer_experiment	Enhancer_type	enhancer_target_experiment_Description 	target_gene	Disease	DO	mesh	Enhancer_function	enhancer_function_experiment	Enhancer_function_experiment_Description	TF_name	experiment	experiment_Description	SNP_symbol	SNP_position	SNPexperiment	Distance_from_TSS	
E_01_054	21402921	--	hg19	chr5	158783552	158790360	Human	"HeLa,THP-1"	Low throughput	"ChIP-qPCR,ChIP"	Enhancer	"To test this hypothesis, we chose the top 10 genes specifically induced by TNF-汐 in THP-1 cells, but not HeLa cells,from microarray data (Fig. 1B), and verified five of them (CCL3,CCL4, IL12B,C3AR1,and GPR84) had PU.1 peaks as well as THP-1每specific p65 binding sites within 30 kb of their promoters."	IL12B	--	--	--	"The diversity of transcriptional programs in mammalian cells arises, at least in part,is from preexisting enhancers that are established by cell-specific transcription factors."	ChIP	These results strongly support the model that combinatorial binding of THP-1每speci?c TFs PU.1 and C/EBP汐 synergistically create a distinct group of enhancers and mediate selection of a subset of monocyte/macrophage-speci?c NF-百B target genes for speci?c induction by allowing the binding of p65 to these locations for productive gene expression.	"SPI1,CEBPB,NFKB1"	"ChIP-qPCR,ChIP"	"Strikingly, we found that all these genes gained responsiveness to TNF-汐 stimulation only when both PU.1 and C/EBP汐 were coexpressed in HeLa cells (Fig. 4B). To test the chromatin events near these genes, we further identified eight THP-1每specific p65 locations (P1每P8; Fig. 4A) around these five genes and performed ChIP/quantitative PCR (qPCR) to detect p72 occupancy and active chromatin."	--	--	--	>2KB	
E_01_055	21402921	--	hg19	chr5	158787331	158794352	Human	"HeLa,THP-1"	Low throughput	"ChIP-qPCR,ChIP"	Enhancer	"To test this hypothesis, we chose the top 10 genes specifically induced by TNF-汐 in THP-1 cells, but not HeLa cells,from microarray data (Fig. 1B), and verified five of them (CCL3,CCL4, IL12B,C3AR1,and GPR84) had PU.1 peaks as well as THP-1每specific p65 binding sites within 30 kb of their promoters."	IL12B	--	--	--	"The diversity of transcriptional programs in mammalian cells arises, at least in part,is from preexisting enhancers that are established by cell-specific transcription factors."	ChIP	These results strongly support the model that combinatorial binding of THP-1每speci?c TFs PU.1 and C/EBP汐 synergistically create a distinct group of enhancers and mediate selection of a subset of monocyte/macrophage-speci?c NF-百B target genes for speci?c induction by allowing the binding of p65 to these locations for productive gene expression.	"SPI1,CEBPB,NFKB1"	"ChIP-qPCR,ChIP"	"Strikingly, we found that all these genes gained responsiveness to TNF-汐 stimulation only when both PU.1 and C/EBP汐 were coexpressed in HeLa cells (Fig. 4B). To test the chromatin events near these genes, we further identified eight THP-1每specific p65 locations (P1每P8; Fig. 4A) around these five genes and performed ChIP/quantitative PCR (qPCR) to detect p73 occupancy and active chromatin."	--	--	--	>2KB	
E_01_056	21402921	--	hg19	chr1	203273730	203275395	Human	"HeLa,THP-1"	Low throughput	"ChIP-qPCR,ChIP"	Enhancer	"These results suggest that the majority of cell-specific p65 binding sites are on Enhancers,which has been shown to be marked by High throughputly cell type-specific H3K4me1 patterns (7),whereas most promoter-associated p65 binding sites are invariant between two cell types."	BTG2	--	--	--	"The diversity of transcriptional programs in mammalian cells arises, at least in part,is from preexisting enhancers that are established by cell-specific transcription factors."	ChIP	These results strongly support the model that combinatorial binding of THP-1每speci?c TFs PU.1 and C/EBP汐 synergistically create a distinct group of enhancers and mediate selection of a subset of monocyte/macrophage-speci?c NF-百B target genes for speci?c induction by allowing the binding of p65 to these locations for productive gene expression.	"SPI1,CEBPB,NFKB1"	"ChIP-qPCR,ChIP"	"Strikingly, we found that all these genes gained responsiveness to TNF-汐 stimulation only when both PU.1 and C/EBP汐 were coexpressed in HeLa cells (Fig. 4B). To test the chromatin events near these genes, we further identified eight THP-1每specific p65 locations (P1每P8; Fig. 4A) around these five genes and performed ChIP/quantitative PCR (qPCR) to detect p67 occupancy and active chromatin."	--	--	--	<2KB	
E_01_057	21419113	--	hg19	chr1	226065482	226067482	Human	Perinodal Cells	Low throughput	"PCR,Transgenic mouse,Immunostaining"	Enhancer	These results suggested the presence of an asymmetric node Enhancer (ANE) in the 7.5-kb upstream region of LEFTY1.	LEFTY1	--	--	--	--	--	--	FOXH1	X-Gal Stain	"The approximate location of FoxH1 binding sites is indicated by red ovals. Restriction sites: E, EcoRI; Bam, BamHI; BgI, BglI; BX, BstXI; BgII, BglII; Sma, SmaI; Xb, XbaI; Sac, SacI. (B每E) Ventral views of X-gal每stained embryos harboring the indicated lacZ transgenes. (F每I) Magnified views of the node region of X-gal每stained embryos harboring hNPE7.5-lacZ."	--	--	--	>2KB	
E_01_058	21424707	--	hg19	chr1	204123719	204123725	Human	Calu-6	Low throughput	"Luciferase Reporter Assay,PCR"	Enhancer	This study aimed to assess the role of cAMP target sequences Enhancer cAMP response element (enhCRE) and cAMP and overlapping negative response element (CNRE) in the control of human renin gene (REN) in vivo.	REN	--	--	--	--	--	--	CAMP	"Luciferase Reporter Assay,ChIP,qRT-PCR"	"Construct RENMin represents the minimal human renin promoter (?199 to +23) which contains the cAMP target sequence CNRE at ?135 to ?107. The PPAR污 agonist rosiglitazone (Rosi, 500 nM for 20 h) was applied as positive control;RLA, relative luciferase activity."	--	--	--	<2KB	
E_01_059	21445863	--	hg19	chr21	35982223	35983306	Human	Acute T-Cell Leukaemia Cell	Low throughput	"Luciferase Reporter Assay,PCR"	Enhancer	Promoters P1 and P2 and DNA fragments containing putative Enhancers RE1 and RE2 were obtained using PCR amplification of Human genomic DNA with specially designed primers.	RUNX1	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_060	21445863	--	hg19	chr21	36141738	36142821	Human	Acute T-Cell Leukaemia Cell	Low throughput	"Luciferase Reporter Assay,PCR"	Enhancer	Promoters P1 and P2 and DNA fragments containing putative Enhancers RE1 and RE2 were obtained using PCR amplification of Human genomic DNA with specially designed primers.	RUNX1	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_061	21445905	--	hg19	chr2	136582836	136583741	Human	"Caco-2,Cheek Cell"	Low throughput	"Luciferase Reporter Assay,PCR,EMSA"	Enhancer	"Of particular interest is a C/T polymorphism located 13,910 bp 50 of the initiation codon of the lactase gene within intron 13 of the MCM6 (minichromosome maintenance-6) gene."	MCM6	--	--	--	--	--	--	POU2F1	EMSA	"In addition, the transcription factor Oct-1 was shown to bind more strongly to DNA fragments containing the T213,910 variant than the C213,910 variant in electrophoretic mobility shift assays."	rs4988235	136608646	PCR	>2KB	
E_01_062	21464207	--	hg19	chr1	101402363	101412724	Human	HUVEC	Low throughput	"Luciferase Reporter Assay,PCR,ChIP,ChIP-qPCR,ChIP-seq"	Enhancer	"The kb-16 Enhancer region contains two STAT6 consensus binding motifs (Fig. 7D). To determine whether one or both of these elements are important for STAT6-mediated VCAM-1 promoter activation, we generated Enhancer (-16 kb)-VCAM-1-luc containing single or double point mutations (TTCN4GAA to TATN4GAA) of the STAT6 binding sites."	VCAM1	Atherosclerosis	DOID:1936	D050197	--	--	--	STAT6	"ChIP-seq,PCR,Luciferase Reporter Assay"	Genome-wide survey of IL-4-mediated STAT6 binding from sequential chromatinimmunoprecipitation with deep sequencing (chromatin immunoprecipitation sequencing [ChIP-seq]) in endothelial cells revealed regions of transient and sustained transcription factor binding. 	--	--	--	>2KB	
E_01_063	21494683	--	hg19	chr1	64083756	64083861	Human	SK-N-MC	Low throughput	"ChIP,PCR"	Enhancer	We observed that PAX6 is expressed in one of the two examined cell lines (SK-N-MC) and binds the predicted Enhancer of ROR1 (Figure 4B) and PLCB1.	ROR1	Insomnia	--	D007319	--	--	--	PAX6	"ChIP,PCR"	"Cross ChIP PCR between PAX6 and CTCF. PAX6 ChIP DNA was detected in the two CTCF sites, and CTCF ChIP DNA was detected in the PAX6 site."	--	--	--	>2KB	
E_01_064	21494683	--	hg19	chr1	64087305	64087660	Human	SK-N-MC	Low throughput	"ChIP,PCR"	Enhancer	We observed that PAX6 is expressed in one of the two examined cell lines (SK-N-MC) and binds the predicted Enhancer of ROR1 (Figure 4B) and PLCB1.	ROR1	Insomnia	--	D007319	--	--	--	PAX6	"ChIP,PCR"	"Cross ChIP PCR between PAX6 and CTCF. PAX6 ChIP DNA was detected in the two CTCF sites, and CTCF ChIP DNA was detected in the PAX6 site."	--	--	--	>2KB	
E_01_065	21494683	--	hg19	chr20	8684437	8686556	Human	SK-N-MC	Low throughput	"ChIP,PCR"	Enhancer	We observed that PAX6 is expressed in one of the two examined cell lines (SK-N-MC) and binds the predicted Enhancer of ROR1 (Figure 4B) and PLCB1.	PLCB1	Insomnia	--	D007319	--	--	--	PAX6	"ChIP,PCR"	"Cross ChIP PCR between PAX6 and CTCF. PAX6 ChIP DNA was detected in the two CTCF sites, and CTCF ChIP DNA was detected in the PAX6 site."	--	--	--	>2KB	
E_01_066	21494683	--	hg19	chr20	8687417	8688741	Human	SK-N-MC	Low throughput	"ChIP,PCR"	Enhancer	We observed that PAX6 is expressed in one of the two examined cell lines (SK-N-MC) and binds the predicted Enhancer of ROR1 (Figure 4B) and PLCB1.	PLCB1	Insomnia	--	D007319	--	--	--	PAX6	"ChIP,PCR"	"Cross ChIP PCR between PAX6 and CTCF. PAX6 ChIP DNA was detected in the two CTCF sites, and CTCF ChIP DNA was detected in the PAX6 site."	--	--	--	>2KB	
E_01_067	21494683	--	hg19	chr20	8718344	8719933	Human	SK-N-MC	Low throughput	"ChIP,PCR"	Enhancer	We observed that PAX6 is expressed in one of the two examined cell lines (SK-N-MC) and binds the predicted Enhancer of ROR1 (Figure 4B) and PLCB1.	PLCB1	Insomnia	--	D007319	--	--	--	PAX6	"ChIP,PCR"	"Cross ChIP PCR between PAX6 and CTCF. PAX6 ChIP DNA was detected in the two CTCF sites, and CTCF ChIP DNA was detected in the PAX6 site."	--	--	--	>2KB	
E_01_068	21527503	--	hg19	chr1	33353796	33354196	Human	HC11 Mammary Epithelium	Low throughput	"Luciferase Reporter Assay,PCR,ChIP"	Enhancer	"As detected by chromatin immunoprecipitation assays, treatment of cells with the progestin agonist R5020 induced a rapid recruitment (5 min) of PR to the proximal promoter (-235 bp) and distal Enhancer (-6 kb upstream of transcription start site) of 汕-casein."	TMEM54	--	--	--	--	--	--	"STAT5,CEBPB,YY1"	"PCR,ChIP"	"Primers for PCR amplification of the proximal promoter span a 170-bp region (-190 to -20 from the transcription start site) containing binding sites for Stat5a,C/EBP,YY1,and GRE/progestin response element (PRE) half-sites, whereas a 400-bp region (-6400 to -6000) of the distal Enhancer was amplified that contains binding sites for Stat5,C/EBP,and other factors."	--	--	--	>2KB	
E_01_069	21533051	--	hg19	chr8	128747315	128748315	Human	HCT 116	Low throughput	"ChIP,PCR,3C"	Enhancer	?-Catenin/TCF4 complexes were shown to regulate MYC expression in colon cancer cells through two proximal Wnt/?-catenin responsive Enhancers(WREs).The first WRE localizes to a region 0.5 kb upstream from the MYC transcription start site (TSS) and was identified using a screen for genes whose expression was negatively regulated by APC. The second WRE localized to a region 1.6 kb downstream from the MYC transcription stop site and was identified using a functional genomics screen for ?-catenin binding sites.	MYC	Colorectal Cancer	DOID:9256	D015179	The architecture of the MYC promoter is comprised of distal elements.	3C	These findings suggest that the architecture of the MYC promoter is comprised of distal elements that are?juxtaposed through large chromatin loops and that ?-catenin/TCF4 complexes utilize this conformation to activate MYC?expression in colon cancer cells.	TCF4	ChIP-seq	"In the present study, I characterize five novel ?-catenin/TCF4 binding sites that were identified using a ChIP-Seq screen for ?-catenin binding regions in the human HCT116 colon cancer cell line."	rs6983267	128413305	"qRT-PCR,3C "	<2KB	
E_01_070	21533051	--	hg19	chr8	128749415	128750415	Human	HCT 116	Low throughput	"ChIP,PCR,4C"	Enhancer	?-Catenin/TCF4 complexes were shown to regulate MYC expression in colon cancer cells through two proximal Wnt/?-catenin responsive Enhancers(WREs).The first WRE localizes to a region 0.5 kb upstream from the MYC transcription start site (TSS) and was identified using a screen for genes whose expression was negatively regulated by APC. The second WRE localized to a region 1.6 kb downstream from the MYC transcription stop site and was identified using a functional genomics screen for ?-catenin binding sites.	MYC	Colorectal Cancer	DOID:9256	D015179	The architecture of the MYC promoter is comprised of distal elements.	3C	These findings suggest that the architecture of the MYC promoter is comprised of distal elements that are?juxtaposed through large chromatin loops and that ?-catenin/TCF4 complexes utilize this conformation to activate MYC?expression in colon cancer cells.	TCF4	ChIP-seq	"In the present study, I characterize five novel ?-catenin/TCF4 binding sites that were identified using a ChIP-Seq screen for ?-catenin binding regions in the human HCT116 colon cancer cell line."	rs6983267	128413305	"qRT-PCR,3C "	<2KB	
E_01_071	21533051	--	hg19	chr8	128346390	128347994	Human	HEK-293	Low throughput	3C	Enhancer	?-Catenin/TCF4 complexes were shown to regulate MYC expression in colon cancer cells through two proximal Wnt/?-catenin responsive Enhancers(WREs).The first WRE localizes to a region 0.5 kb upstream from the MYC transcription start site (TSS) and was identified using a screen for genes whose expression was negatively regulated by APC. The second WRE localized to a region 1.6 kb downstream from the MYC transcription stop site and was identified using a functional genomics screen for ?-catenin binding sites.	MYC	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_072	21533051	--	hg19	chr8	128327941	128330615	Human	HEK-293	Low throughput	3C	Enhancer	?-Catenin/TCF4 complexes were shown to regulate MYC expression in colon cancer cells through two proximal Wnt/?-catenin responsive Enhancers(WREs).The first WRE localizes to a region 0.5 kb upstream from the MYC transcription start site (TSS) and was identified using a screen for genes whose expression was negatively regulated by APC. The second WRE localized to a region 1.6 kb downstream from the MYC transcription stop site and was identified using a functional genomics screen for ?-catenin binding sites.	MYC	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_073	21533051	--	hg19	chr8	128299198	128301336	Human	HEK-293	Low throughput	3C	Enhancer	?-Catenin/TCF4 complexes were shown to regulate MYC expression in colon cancer cells through two proximal Wnt/?-catenin responsive Enhancers(WREs).The first WRE localizes to a region 0.5 kb upstream from the MYC transcription start site (TSS) and was identified using a screen for genes whose expression was negatively regulated by APC. The second WRE localized to a region 1.6 kb downstream from the MYC transcription stop site and was identified using a functional genomics screen for ?-catenin binding sites.	MYC	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_074	21533051	--	hg19	chr8	128296257	128297326	Human	HEK-293	Low throughput	3C	Enhancer	Sequencing the PCR products generated in these reactions confirmed that the MYC promoter interacts with all five distal Enhancers in HCT116 cell through large Chromatin loops.	MYC	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_075	21536859	--	hg19	chr21	39823183	39825183	Human	"T-acute lymphoblastic leukemia (T-ALL),Molt4,REH,416B"	Low throughput	"Luciferase Reporter Assay,PCR,ChIP,ChIP-PCR,ChIP-seq"	Enhancer	"We further demonstrate that ERG expression in primary human T-ALL cells is mediated by the binding of other T-cell oncogenes SCL/TAL1, LMO2, and LYL1 in concert with ERG, FLI1, and GATA3 to the ERG +85 Enhancer."	ERG	T-Cell Acute Lymphoblastic Leukemia	DOID:5602	D054218	--	--	--	"GATA2,GATA,LMO2,SCL,LYL1"	ChIP-PCR	"ChIP-PCR analysis of TF binding. The enhancer has active chromatin marks (AcH3) in 416B blood progenitors as well as in T-ALL cells. There is strong LMO2 binding in all cell types, whereas SCL and LYL1 enrichments are more pronounced in T-ALL cells. The Ets factors, FLI1 and ERG, are also enriched in T-ALL cells. Consistent with their expression profiles, Gata2 is enriched at the 85 enhancer in 416B progenitors, whereas GATA3 is enriched in T-ALL cells. "	--	--	--	>2KB	
E_01_076	21551367	--	hg19	chr17	32565596	32566796	Human	U-87MG	Low throughput	"Luciferase Reporter Assay,PCR,ChIP,EMSA,3C"	Enhancer	"In this study, we used multispecies comparative genomics and phylogenetic footprinting to identify evolutionarily conserved regions (ECRs) in the far upstream regions of CCL2 and functionally characterized the -16.5 ECR that exhibited a potent Enhancer activity."	CCL2	--	--	--	--	--	--	"NFKB1,SP1,CEBPB"	"ChIP,EMSA"	The EMSA and the pulldown experiments demonstrated in vitro interaction of the 每16.5 ECR with NF-kB and c/EBPb. We used ChIP assay to determine whether the 每16.5 ECR can bind NF-kB and c/EBPb in vivo. Sheared chromatin that was obtained from U87MG cells (treated or not treated with TNF-a) was immmunoprecipitated with Abs directed against p65 and p50 subunits of NF-kB and c/EBPb or with control Abs.	--	--	--	>2KB	
E_01_077	21556051	UBE2C Enhancer	hg19	chr20	44430820	44433428	Human	"LNCa,PPC-3,DU-145"	Low throughput	"RT-PCR,Luciferase Reporter Assay,ChIP,3C"	Enhancer	"We next selected the fragment with the highest fold change (-20 kb fragment, hereafter called E1), and the closest upstream and downstream fragments (-14 kb (hereafter called E2) and +2 kb fragments (hereafter called E3)) for further analysis. We addressed whether the Enhancer-1 within the E1 fragment (fragment size 1.2 kb), the E2 fragment (fragment size 2.3 kb) and the E3 fragment (fragment size 1.8 kb) contained specific Enhancer elements in PC-3 cells."	UBE2C	Prostate Cancer	DOID:10283	D011471	--	--	--	"FoxA1,GATA2,POU2F1,ETS1"	ChIP	"To examine whether these transcription factors were differentially recruited to E1,E2 and E3 on chromatin, chromatin immunoprecipitation (ChIP) assays were performed using specific antibodies against FoxA1, GATA2, Oct1 and ETS1 in LNCaP and PC-3 cells treated with or without DHT."	--	--	--	>2KB	
E_01_078	21556051	UBE2C Enhancer	hg19	chr20	44441255	44444472	Human	"LNCa,PPC-3,DU-145"	Low throughput	"RT-PCR,Luciferase Reporter Assay,ChIP,3C"	Enhancer	"We next selected the fragment with the highest fold change (-20 kb fragment, hereafter called E1), and the closest upstream and downstream fragments (-14 kb (hereafter called E2) and +2 kb fragments (hereafter called E3)) for further analysis. We addressed whether the Enhancer-1 within the E1 fragment (fragment size 1.2 kb), the E2 fragment (fragment size 2.3 kb) and the E3 fragment (fragment size 1.8 kb) contained specific Enhancer elements in PC-3 cells."	UBE2C	Prostate Cancer	DOID:10283	D011471	--	--	--	"FoxA1,GATA2,POU2F1,ETS1"	ChIP	"To examine whether these transcription factors were differentially recruited to E1,E2 and E3 on chromatin, chromatin immunoprecipitation (ChIP) assays were performed using specific antibodies against FoxA1, GATA2, Oct1 and ETS1 in LNCaP and PC-3 cells treated with or without DHT."	--	--	--	>2KB	
E_01_079	21556051	UBE2C Enhancer	hg19	chr20	44478646	44484559	Human	"LNCa,PPC-3,DU-145"	Low throughput	"RT-PCR,Luciferase Reporter Assay,ChIP,3C"	Enhancer	"We next selected the fragment with the highest fold change (-20 kb fragment, hereafter called E1), and the closest upstream and downstream fragments (-14 kb (hereafter called E2) and +2 kb fragments (hereafter called E3)) for further analysis. We addressed whether the Enhancer-1 within the E1 fragment (fragment size 1.2 kb), the E2 fragment (fragment size 2.3 kb) and the E3 fragment (fragment size 1.8 kb) contained specific Enhancer elements in PC-3 cells."	UBE2C	Prostate Cancer	DOID:10283	D011471	--	--	--	"FoxA1,GATA2,POU2F1,ETS1"	ChIP	"To examine whether these transcription factors were differentially recruited to E1,E2 and E3 on chromatin, chromatin immunoprecipitation (ChIP) assays were performed using specific antibodies against FoxA1, GATA2, Oct1 and ETS1 in LNCaP and PC-3 cells treated with or without DHT."	--	--	--	>2KB	
E_01_080	21556051	UBE2C Enhancer	hg19	chr20	44413081	44426646	Human	"PC-3,DU-145"	Low throughput	"RT-PCR,Luciferase Reporter Assay,ChIP,3C"	Enhancer	CRPC-specific AR-bound Enhancers located ?32.8 and t41.6 away from the transcription start site (TSS) of the UBE2C gene.	UBE2C	Prostate Cancer	DOID:10283	D011471	--	--	--	"FoxA1,GATA2,POU2F1,ETS1"	ChIP	"To examine whether these transcription factors were differentially recruited to E1,E2 and E3 on chromatin, chromatin immunoprecipitation (ChIP) assays were performed using specific antibodies against FoxA1, GATA2, Oct1 and ETS1 in LNCaP and PC-3 cells treated with or without DHT."	--	--	--	>2KB	
E_01_081	21665992	--	hg19	chr20	62593247	62595247	Human	"SK-N-AS,Hep G2"	Low throughput	"Luciferase Reporter Assay,EMSA,PCR"	Enhancer	"The SNP was located in an Enhancer region of ZNF512B, a previously uncharacterized transcription factor, and the susceptibility allele of the SNP had decreased Enhancer activity for the ZNF512B promoter and decreased binding capacity to nuclear proteins."	ZNF512B	Amyotrophic Lateral Sclerosis	DOID:332	D000690	--	--	--	--	--	--	rs2275294	62594247	"Luciferase Reporter Assay,EMSA,PCR"	On gene	
E_01_082	21666600	GATA Enhancer	hg19	chr4	101576220	101578659	Human	Endothelial Cells (ECs)	Low throughput	"ChIP-seq,ChIP-qPCR,ChIP-seq,Luciferase Reporter Assay"	Enhancer	"HMVEC were transfected with TK-Luciferase,GATA Enhancer-TK-Luciferase,or GATA Enhancer (GATA mut)-TK-Luciferase."	EMCN	--	--	--	Endothelial-speci?c GATA2-mediated endomucin gene expression was regulated by the endothelial-speci?c chromatin loop with a GATA2-associated distal enhancer and core promoter. 	"ChIP-seq,3C"	"By using the ChIP-seq with epigenetic histone modi?cations and chromatin conformation capture assays; we elucidated the mechanistic regulation of endothelial-speci?c GATA2-mediated endomucin gene expression, that was regulated by the endothelial-speci?c chromatin loop with a GATA2-associated distal enhancer and core promoter. "	GATA2	"ChIP,ChIP-seq,3C,PCR,siRNA Knockdown"	ChIP analysis with GATA2 antibody. Immunoprecipitated DNA were quantified with primer pairs described in Supplementary Table SIV.	--	--	--	>2KB	
E_01_083	21681857	NAGS Enhancer	hg19	chr17	42078932	42079032	Human	Ureagenesis	Low throughput	Luciferase Reporter Assay	Enhancer	Transcription factor binding sites in the NAGS Enhancer.Transcription factors HNF-1 and NF-Y bind within the Human NAGS Enhancer.	NAGS	--	--	--	--	--	--	HNF1A	Luciferase Reporter Assay	"The functional effect of the mutation on NAGS transcription was examined using aLuciferase assay,driven by the NAGS Enhancer with either the wild-type,mutated,or consensus HNF-1 binding sites. Reporter plasmids included the NAGS wild-type promoter with the wild-type Enhancer,4.10WT,the Enhancer containing the patient＊s mutation -3064C>A,4.10Pat,or the Enhancer containing the consensus HNF-1 binding site,4.10Con (Fig. 5A)."	--	--	--	>2KB	
E_01_084	21689639	--	hg19	chr12	7940709	7941994	Human	HEK-293	Low throughput	Luciferase Reporter Assay	Enhancer	"A Tcf/Lef cis-acting element is essential for Lef1-stimulated NANOG promoter activity. (A) HEK293 cell were transfected with 0.2 l g of NANOG promoter deletion constructs,along with 0.5 l g of empty pcDNA3.1 vector or an expression plasmid for Lef1."	NANOG	--	--	--	--	--	--	LEF1	ChIP	ChIP experiments demonstrated that b-catenin and Lef1 bind to the Enhancer region of the NANOG gene. Our present findings would appear to indicate that the Tcf/Lef element in the Enhancer region of the Human NANOG gene functions in transcriptional activation of the Human NANOG gene.	--	--	--	<2KB	
E_01_085	21711161	--	hg19	chr17	62028378	62028924	Human	"HEK-293,HeLa"	Low throughput	Luciferase Reporter Assay	Enhancer	"To assess for enhancerblocking activity, the same HS V fragments were inserted between the HS III enhancer and the downstream TKp and firefly luciferase (Luc) reporter gene. Significant decreases in enhancer activity were observed in both the forward and reverse orientations in both cell lines ( p < 0.05, n = 5每6)."	GH1	--	--	--	HS V sequences contain efficient Enhancer-blocking activity	Luciferase Reporter Assay	"To assess for enhancerblocking activity, the same HS V fragments were inserted between the HS III enhancer and the downstream TKp and firefly luciferase (Luc) reporter gene"	"YY1,CTCF"	Knockdown	"In terms of enhancer-blocking activity, the decrease in either CTCF or Yy1 was associated with a significant
*50% increase or rescue of enhancer activity in the case of HSVR, and*80% when siRNA for both CTCF and Yy1 were
used."	--	--	--	>2KB	
E_01_086	21798992	--	hg19	chr8	117978845	117979466	Human	"汕TC-3,汐TC-6"	Low throughput	"Luciferase Reporter Assay,PCR"	Enhancer	"We also recently identified an intronic Enhancer located between (+20125 and +20745) in intron 2 in the mouse Slc30a8 gene (Pound, et al. 2010). A sequence alignment using the VISTA program shows that this region is conserved and found at a location between +16333 and +16954 in intron 2 in the human SLC30A8 gene."	SLC30A8	Type 2 Diabetes Mellitus	DOID:9352	D003924	--	--	--	--	--	--	rs62510556 	118164272	"Luciferase Reporter Assay,PCR"	>2KB	
E_01_087	21868451	--	hg19	chr5	134350424	134352424	Human	MCF-7	Low throughput	"ChIP,Luciferase Reporter Assay"	Enhancer	Regulation of the PITX1 proximal promoter and 12 kb Enhancer Luciferases in response to vehicle or 10 nM E2 treatment for 24 h in MDA-MB-231 cell transfected with ER.	PITX1	--	--	--	--	--	--	ESR1	ChIP	"Recruitment,monitored by ChIP,of ER and PITX1 to ER binding sites that contain a consensus PITX1 binding site in vehicle and 10 nM E2-treated 231ER cell at 45 min (panel D) or to ER binding sites that lack a consensus PITX1 binding site in vehicle and 10 nM E2-treated 231ER cell at 45 min."	--	--	--	>2KB	
E_01_088	22160855	--	hg19	chr6	31130679	31130761	Human	NT2	Low throughput	"ChIP,qPCR"	Enhancer	"Regulatory regions examined by chromatin immunoprecipitation, on the marker gene Oct4."	OCT4	--	--	--	--	--	--	--	--	--	--	--	--	<2KB	
E_01_089	22160855	--	hg19	chr6	31130445	31130606	Human	NT2	Low throughput	"ChIP,qPCR"	Enhancer	"Regulatory regions examined by chromatin immunoprecipitation, on the marker gene Oct5."	OCT4	--	--	--	--	--	--	--	--	--	--	--	--	<2KB	
E_01_090	22160855	--	hg19	chr6	31129568	31129735	Human	NT2	Low throughput	"ChIP,qPCR"	Enhancer	"Regulatory regions examined by chromatin immunoprecipitation, on the marker gene Oct4."	OCT4	--	--	--	--	--	--	--	--	--	--	--	--	>2KB	
E_01_091	22212979	PSA Enhancer	hg19	chr19	51354804	51355203	Human	LNCaP	Low throughput	"qRT-PCR,ChIP"	Enhancer	"Chromatin immunoprecipitation (ChIP) on the promoters and Enhancers of prostate specific antigen (PSA) and transmembrane protease, serine 2(TMPRSS2) genes was performed. qRT-PCR was used to measure the levels of PSA and TMPRSS2 transcripts."	KLK3	--	--	--	--	--	--	AR	ChIP-qPCR	ChIP-qPCR was performed to assess the AR loading.	--	--	--	>2KB	
E_01_092	22212979	TMPRSS2 Enhancer	hg19	chr21	42822120	42822800	Human	LNCaP	Low throughput	"qRT-PCR,ChIP"	Enhancer	"Chromatin immunoprecipitation (ChIP) on the promoters and Enhancers of prostate specific antigen (PSA) and transmembrane protease, serine 2(TMPRSS2) genes was performed. qRT-PCR was used to measure the levels of PSA and TMPRSS2 transcripts."	TMPRSS2	--	--	--	--	--	--	AR	ChIP-qPCR	ChIP-qPCR was performed to assess the AR loading.	--	--	--	>2KB	
E_01_093	22253448	--	hg19	chr20	55417234	55417304	Human	"NK-92,U-2 OS"	Low throughput	"Luciferase Reporter Assay,EMSA,RT-PCR,ChIP"	Enhancer	"We found two key cis-regulatory elements in the immediate vicinity upstream of the gene. One element acts as an essential promoter, whereas the other acts as a tissue-dependent Enhancer/repressor."	NCR1	--	--	--	This latter regulatory element contains a runt related-transcription factor (RUNX) recognition motif that preferentially binds RUNX3. Interfering with RUNX proteins using a dominant negative form results in decreased Ncr1 expression. 	"qPCR,ChIP"	"We found two key cis-regulatory elements in the immediate vicinity upstream of the gene. One element acts as an essential promoter, whereas the other acts as a tissue-dependent enhancer/repressor. This latter regulatory element contains a runt related-transcription factor (RUNX) recognition motif that preferentially binds RUNX3. Interfering with RUNX proteins using a dominant negative form results in decreased Ncr1 expression. "	"RUNX1,RUNX3"	"RT-PCR,EMSA,ChIP"	"To test this possibility, electrophoretic mobility shift assays (EMSA) were performed. We tested the two RUNX sites separately. Probes spanning the putative RUNX binding site in the Enhancer were shifted by NK92 nuclear extract.To determine whether RUNX binding to the NCR1 promoter is NK-specific, ChIP was performed in other cell lines."	--	--	--	<2KB	
