BindingID	chromo	middle		
CTCF:35910	chr15	43742049		
CTCF:27266	chr15	43783647		
CTCF:16478	chr15	43785311		
CTCF:11805	chr15	43794188		
CTCF:62320	chr15	43795249		
CTCF:41481	chr15	43860062		
CTCF:29753	chr15	43870029		
CTCF:17944	chr15	43875151		
CTCF:36002	chr15	43903108		
CTCF:54988	chr15	43921082		
CTCF:82745	chr15	43935236		
CTCF:46199	chr15	43965454		
CTCF:53650	chr15	44156915		
CTCF:29965	chr15	44171562		
CTCF:63814	chr15	44231888		
CTCF:62014	chr15	44246454		
CTCF:12916	chr15	44340649		
CTCF:25168	chr15	44360405		
CTCF:59108	chr15	44373244		
CTCF:15262	chr15	44384003		
CTCF:43148	chr15	44389618		
CTCF:14562	chr15	44391824		
CTCF:39089	chr15	44434135		
CTCF:74512	chr15	44474419		
CTCF:70852	chr15	44582307		
CTCF:54651	chr15	44715918		
CTCF:53601	chr15	44721183		
CTCF:57280	chr15	44866578		
CTCF:31335	chr15	45107245		
CTCF:86290	chr15	45274441		
CTCF:12942	chr15	45275656		
CTCF:82600	chr15	45441940		
CTCF:56533	chr15	45444852		
CTCF:9609	chr15	45453903		
CTCF:83893	chr15	45484532		
CTCF:29533	chr15	45487374		
CTCF:14999	chr15	45551147		
CTCF:74376	chr15	45576445		
CTCF:55743	chr15	45591671		
CTCF:25729	chr15	45630749		
CTCF:34344	chr15	45668677		
CTCF:64875	chr15	45690544		
CTCF:47834	chr15	45765172		
CTCF:33967	chr15	45791382		
CTCF:37687	chr15	45796841		
CTCF:75993	chr15	45831111		
CTCF:14599	chr15	45992569		
CTCF:69625	chr15	46042993		
CTCF:65156	chr15	46063218		
CTCF:36632	chr15	46067581		
CTCF:39559	chr15	46068240		
CTCF:73631	chr15	46089085		
CTCF:24293	chr15	46164692		
CTCF:33129	chr15	46189550		
CTCF:12214	chr15	46191916		
CTCF:84134	chr15	46260052		
CTCF:78682	chr15	46290883		
CTCF:35412	chr15	46330240		
CTCF:87029	chr15	46361368		
CTCF:40117	chr15	46365443		
CTCF:47698	chr15	46379731		
CTCF:77108	chr15	46410473		
CTCF:70691	chr15	46413960		
CTCF:9651	chr15	46416589		
CTCF:13463	chr15	46432120		
CTCF:30022	chr15	46486589		
CTCF:28558	chr15	46587147		
CTCF:20970	chr15	46600197		
CTCF:49031	chr15	46682786		
CTCF:56803	chr15	46721080		
CTCF:79385	chr15	46724544		
CTCF:64579	chr15	46727650		
CTCF:87155	chr15	46880782		
CTCF:86071	chr15	46912883		
CTCF:32247	chr15	46935514		
CTCF:42573	chr15	46941546		
CTCF:77518	chr15	46975115		
CTCF:79299	chr15	46994415		
CTCF:72427	chr15	47033663		
CTCF:64864	chr15	47034135		
CTCF:67308	chr15	47043098		
CTCF:45387	chr15	47045663		
CTCF:78503	chr15	47052414		
CTCF:46558	chr15	47054559		
CTCF:1185	chr15	47055391		
CTCF:11858	chr15	47126156		
CTCF:32259	chr15	47159045		
CTCF:33523	chr15	47225711		
CTCF:58733	chr15	47257247		
CTCF:42650	chr15	47295439		
CTCF:80160	chr15	47296041		
CTCF:13775	chr15	47305296		
CTCF:50217	chr15	47309225		
CTCF:13559	chr15	47315255		
CTCF:23974	chr15	47501604		
CTCF:23635	chr15	47550904		
CTCF:60733	chr15	47601505		
CTCF:62029	chr15	47686205		
CTCF:47367	chr15	47702257		
CTCF:61396	chr15	47754785		
CTCF:12104	chr15	47912293		
CTCF:39065	chr15	47955095		
CTCF:12006	chr15	47956447		
CTCF:50887	chr15	47956865		
CTCF:5584	chr15	48083425		
CTCF:34015	chr15	48131526		
CTCF:71867	chr15	48139685		
CTCF:74271	chr15	48147781		
CTCF:27960	chr15	48196131		
CTCF:44616	chr15	48207926		
CTCF:56962	chr15	48218073		
CTCF:82679	chr15	48225033		
CTCF:12228	chr15	48228026		
CTCF:13676	chr15	48261684		
CTCF:71460	chr15	48321804		
CTCF:83133	chr15	48331453		
CTCF:54229	chr15	48341728		
CTCF:24512	chr15	48394028		
CTCF:48920	chr15	48438507		
CTCF:58472	chr15	48632414		
CTCF:72214	chr15	48702057		
CTCF:77572	chr15	48724506		
CTCF:54413	chr15	48755235		
CTCF:67257	chr15	48869402		
CTCF:17991	chr15	48920221		
CTCF:59370	chr15	48953512		
CTCF:7763	chr15	48956610		
CTCF:541	chr15	48965521		
CTCF:12466	chr15	48988092		
CTCF:75681	chr15	49023691		
CTCF:78817	chr15	49070517		
CTCF:35282	chr15	49180471		
CTCF:3291	chr15	49212573		
CTCF:11033	chr15	49242537		
CTCF:56034	chr15	49243491		
CTCF:4238	chr15	49272361		
CTCF:63088	chr15	49272925		
CTCF:62190	chr15	49278529		
CTCF:50543	chr15	49309549		
CTCF:9276	chr15	49361043		
CTCF:41560	chr15	49366429		
CTCF:6743	chr15	49460890		
CTCF:25907	chr15	49462512		
CTCF:62048	chr15	49470718		
CTCF:66632	chr15	49473729		
CTCF:13620	chr15	49481556		
CTCF:38966	chr15	49482940		
CTCF:20468	chr15	49579069		
CTCF:36556	chr15	49616653		
CTCF:47733	chr15	49640942		
CTCF:76924	chr15	49653583		
CTCF:65683	chr15	49701506		
CTCF:27360	chr15	49729589		
CTCF:66905	chr15	49768551		
CTCF:53565	chr15	49807199		
CTCF:61441	chr15	49814887		
CTCF:85918	chr15	49837177		
CTCF:22660	chr15	49839488		
CTCF:19153	chr15	49855856		
CTCF:22999	chr15	49856659		
CTCF:26083	chr15	49862032		
CTCF:53120	chr15	49866862		
CTCF:48060	chr15	49867092		
CTCF:8778	chr15	49881067		
CTCF:55912	chr15	49968278		
CTCF:38622	chr15	49985562		
CTCF:33192	chr15	49987209		
CTCF:6884	chr15	49997197		
CTCF:36692	chr15	50015797		
CTCF:76540	chr15	50051043		
CTCF:53083	chr15	50061929		
CTCF:67067	chr15	50103157		
CTCF:37403	chr15	50150253		
CTCF:11732	chr15	50158571		
CTCF:61847	chr15	50192054		
CTCF:12600	chr15	50219519		
CTCF:12252	chr15	50243203		
CTCF:59233	chr15	50251071		
CTCF:86068	chr15	50259006		
CTCF:36015	chr15	50263268		
CTCF:10875	chr15	50288042		
CTCF:13187	chr15	50296815		
CTCF:15006	chr15	50307068		
CTCF:34174	chr15	50334036		
CTCF:28429	chr15	50335971		
CTCF:69981	chr15	50359757		
CTCF:34028	chr15	50411126		
CTCF:51627	chr15	50416211		
CTCF:83126	chr15	50428742		
CTCF:58387	chr15	50430152		
CTCF:56544	chr15	50608674		
CTCF:41170	chr15	50757706		
CTCF:40026	chr15	50815173		
CTCF:38395	chr15	50839656		
CTCF:34784	chr15	50845484		
CTCF:9791	chr15	50860171		
CTCF:4452	chr15	50863579		
CTCF:46731	chr15	50870781		
CTCF:49051	chr15	50878474		
CTCF:43022	chr15	50885060		
CTCF:75768	chr15	50935942		
CTCF:76492	chr15	51173347		
CTCF:75020	chr15	51244350		
CTCF:6503	chr15	51277006		
CTCF:82841	chr15	51331609		
CTCF:61718	chr15	51387846		
CTCF:43447	chr15	51431056		
CTCF:14115	chr15	51464105		
CTCF:79167	chr15	51552617		
CTCF:86257	chr15	51553509		
CTCF:83311	chr15	51591720		
CTCF:17521	chr15	51666498		
CTCF:53709	chr15	51735132		
CTCF:51185	chr15	51745650		
CTCF:60568	chr15	51797210		
CTCF:75829	chr15	51887738		
CTCF:79467	chr15	51929632		
CTCF:30697	chr15	51948734		
CTCF:78672	chr15	51954838		
CTCF:53978	chr15	51971531		
CTCF:32846	chr15	52042631		
CTCF:21087	chr15	52056508		
CTCF:22724	chr15	52162563		
CTCF:79524	chr15	52341084		
CTCF:25089	chr15	52353628		
CTCF:57839	chr15	52362137		
CTCF:43566	chr15	52561457		
CTCF:53275	chr15	52673764		
CTCF:67284	chr15	52725113		
CTCF:35530	chr15	52920625		
CTCF:74426	chr15	53059609		
CTCF:58407	chr15	53095932		
CTCF:50193	chr15	53115433		
CTCF:19296	chr15	53188545		
CTCF:68588	chr15	53190145		
CTCF:19112	chr15	53248036		
CTCF:45323	chr15	53276580		
CTCF:45177	chr15	53297257		
CTCF:8525	chr15	53370122		
CTCF:13226	chr15	53487560		
CTCF:52371	chr15	53514937		
CTCF:25066	chr15	53519373		
CTCF:13485	chr15	53593524		
CTCF:17199	chr15	53606155		
CTCF:75328	chr15	53606823		
CTCF:70934	chr15	53615133		
CTCF:78137	chr15	53631918		
CTCF:41401	chr15	53644019		
CTCF:81630	chr15	53667786		
CTCF:55613	chr15	53707774		
CTCF:61970	chr15	53721299		
CTCF:12760	chr15	53728062		
CTCF:18660	chr15	53854039		
CTCF:3113	chr15	53868725		
CTCF:15655	chr15	53879440		
CTCF:51418	chr15	53904532		
CTCF:84135	chr15	53906912		
CTCF:25972	chr15	53925767		
CTCF:86075	chr15	53930558		
CTCF:59987	chr15	53940205		
CTCF:11545	chr15	53977391		
CTCF:76688	chr15	53997539		
CTCF:23887	chr15	54073175		
CTCF:38505	chr15	54097664		
CTCF:71779	chr15	54099511		
CTCF:47783	chr15	54132431		
CTCF:83985	chr15	54210921		
CTCF:84975	chr15	54323459		
CTCF:174	chr15	54325700		
CTCF:36339	chr15	54328795		
CTCF:34226	chr15	54365902		
CTCF:57460	chr15	54375095		
CTCF:84982	chr15	54544538		
CTCF:10037	chr15	54570822		
CTCF:28545	chr15	54576228		
CTCF:86737	chr15	54587044		
CTCF:16333	chr15	54819915		
CTCF:77938	chr15	54891342		
CTCF:14449	chr15	54901389		
CTCF:15087	chr15	54949246		
CTCF:71202	chr15	54967091		
CTCF:36750	chr15	54997813		
CTCF:78432	chr15	55094171		
CTCF:61961	chr15	55096633		
CTCF:62888	chr15	55159132		
CTCF:66923	chr15	55160085		
CTCF:47174	chr15	55190726		
CTCF:16375	chr15	55217952		
CTCF:41354	chr15	55376130		
CTCF:86909	chr15	55382521		
CTCF:8932	chr15	55386294		
CTCF:74976	chr15	55399416		
CTCF:41822	chr15	55408189		
CTCF:56145	chr15	55409264		
CTCF:79209	chr15	55417503		
CTCF:15516	chr15	55420364		
CTCF:5205	chr15	55425329		
CTCF:27968	chr15	55444284		
CTCF:33305	chr15	55451878		
CTCF:58005	chr15	55566352		
CTCF:15932	chr15	55583007		
CTCF:25119	chr15	55586144		
CTCF:50764	chr15	55607163		
CTCF:79536	chr15	55616800		
CTCF:11448	chr15	55621897		
CTCF:77510	chr15	55626913		
CTCF:38475	chr15	55633174		
CTCF:62039	chr15	55635774		
CTCF:9776	chr15	55639514		
CTCF:10555	chr15	55640689		
CTCF:65710	chr15	55660490		
CTCF:87419	chr15	55671095		
CTCF:42169	chr15	55691662		
CTCF:56691	chr15	55699564		
CTCF:82772	chr15	55704387		
CTCF:71374	chr15	55714982		
CTCF:55953	chr15	55720624		
CTCF:20060	chr15	55721104		
CTCF:74873	chr15	55735518		
CTCF:46737	chr15	55746932		
CTCF:8532	chr15	55812191		
CTCF:36775	chr15	55819725		
CTCF:26799	chr15	55823132		
CTCF:40912	chr15	55830898		
CTCF:11851	chr15	55832014		
CTCF:37564	chr15	55841981		
CTCF:50460	chr15	55847121		
CTCF:46132	chr15	55940727		
CTCF:21041	chr15	55944983		
CTCF:12763	chr15	55945849		
CTCF:46006	chr15	56011246		
CTCF:65666	chr15	56049026		
CTCF:36355	chr15	56122897		
CTCF:74427	chr15	56135695		
CTCF:6846	chr15	56145968		
CTCF:16388	chr15	56150494		
CTCF:39249	chr15	56157125		
CTCF:51178	chr15	56195303		
CTCF:6959	chr15	56262225		
CTCF:37337	chr15	56265172		
CTCF:71665	chr15	56265798		
CTCF:70569	chr15	56280388		
CTCF:87882	chr15	56297113		
CTCF:8661	chr15	56301310		
CTCF:15705	chr15	56307414		
CTCF:6208	chr15	56349644		
CTCF:40504	chr15	56388456		
CTCF:72215	chr15	56460612		
CTCF:54159	chr15	56463450		
CTCF:38973	chr15	56518591		
CTCF:68620	chr15	56578617		
CTCF:73237	chr15	56596804		
CTCF:79298	chr15	56635372		
CTCF:73385	chr15	56837864		
CTCF:63660	chr15	56840077		
CTCF:34502	chr15	56850771		
CTCF:58874	chr15	56883271		
CTCF:48197	chr15	56919185		
CTCF:16284	chr15	56945961		
CTCF:79727	chr15	57013129		
CTCF:9840	chr15	57037039		
CTCF:73366	chr15	57079922		
CTCF:72656	chr15	57185578		
CTCF:2013	chr15	57217878		
CTCF:41968	chr15	57224279		
CTCF:10907	chr15	57240865		
CTCF:63715	chr15	57252139		
CTCF:23581	chr15	57254514		
CTCF:60339	chr15	57265368		
CTCF:17350	chr15	57327057		
CTCF:60926	chr15	57329911		
CTCF:80128	chr15	57418118		
CTCF:33871	chr15	57439988		
CTCF:55598	chr15	57476337		
CTCF:35815	chr15	57492255		
CTCF:17883	chr15	57500647		
CTCF:62258	chr15	57509674		
CTCF:15557	chr15	57572578		
CTCF:9445	chr15	57581214		
CTCF:21406	chr15	57608562		
CTCF:40755	chr15	57612486		
CTCF:12235	chr15	57702011		
CTCF:9129	chr15	57712402		
CTCF:80588	chr15	57768490		
CTCF:32572	chr15	57804589		
CTCF:31480	chr15	57815874		
CTCF:56718	chr15	57819564		
CTCF:24936	chr15	57820985		
CTCF:11778	chr15	57831458		
CTCF:45216	chr15	57844449		
CTCF:77828	chr15	57883370		
CTCF:34422	chr15	57954773		
CTCF:85593	chr15	57984293		
CTCF:9960	chr15	57997204		
CTCF:9583	chr15	58073529		
CTCF:42342	chr15	58076719		
CTCF:44633	chr15	58083873		
CTCF:68131	chr15	58117832		
CTCF:80858	chr15	58136559		
CTCF:40396	chr15	58158841		
CTCF:35324	chr15	58207239		
CTCF:36709	chr15	58214317		
CTCF:34920	chr15	58259498		
CTCF:75803	chr15	58273720		
CTCF:34428	chr15	58292175		
CTCF:36756	chr15	58294896		
CTCF:81448	chr15	58315663		
CTCF:27034	chr15	58352314		
CTCF:85579	chr15	58379321		
CTCF:61822	chr15	58391512		
CTCF:22351	chr15	58406501		
CTCF:21361	chr15	58408495		
CTCF:31045	chr15	58420343		
CTCF:19592	chr15	58439367		
CTCF:13020	chr15	58587493		
CTCF:15174	chr15	58600447		
CTCF:60555	chr15	58614972		
CTCF:43253	chr15	58631339		
CTCF:54231	chr15	58663577		
CTCF:22120	chr15	58665452		
CTCF:67356	chr15	58671626		
CTCF:52226	chr15	58672356		
CTCF:75098	chr15	58677561		
CTCF:84341	chr15	58695052		
CTCF:69442	chr15	58729860		
CTCF:43682	chr15	58752052		
CTCF:22307	chr15	58816869		
CTCF:34454	chr15	58867425		
CTCF:59353	chr15	58936823		
CTCF:23903	chr15	58978569		
CTCF:24117	chr15	58985272		
CTCF:17613	chr15	58996605		
CTCF:42030	chr15	59012292		
CTCF:34030	chr15	59044268		
CTCF:59356	chr15	59050753		
CTCF:74977	chr15	59126274		
CTCF:24035	chr15	59131157		
CTCF:66926	chr15	59191915		
CTCF:19300	chr15	59198606		
CTCF:47896	chr15	59236017		
CTCF:77183	chr15	59242893		
CTCF:35057	chr15	59247094		
CTCF:70685	chr15	59252048		
CTCF:24173	chr15	59274809		
CTCF:48575	chr15	59283377		
CTCF:9134	chr15	59296146		
CTCF:52857	chr15	59308981		
CTCF:32587	chr15	59447628		
CTCF:46279	chr15	59447997		
CTCF:72180	chr15	59492456		
CTCF:61385	chr15	59563315		
CTCF:75355	chr15	59607529		
CTCF:18048	chr15	59610470		
CTCF:13119	chr15	59700772		
CTCF:82185	chr15	59724382		
CTCF:68152	chr15	59741113		
CTCF:58250	chr15	59768606		
CTCF:22612	chr15	59782218		
CTCF:77347	chr15	59897680		
CTCF:67681	chr15	59907712		
CTCF:19778	chr15	59913769		
CTCF:11968	chr15	59915177		
CTCF:33661	chr15	59971888		
CTCF:78140	chr15	59988783		
CTCF:38642	chr15	60101663		
CTCF:17842	chr15	60140096		
CTCF:63151	chr15	60146403		
CTCF:36826	chr15	60147440		
CTCF:46194	chr15	60147960		
CTCF:54879	chr15	60151407		
CTCF:53140	chr15	60204555		
CTCF:44516	chr15	60205398		
CTCF:60782	chr15	60244786		
CTCF:60548	chr15	60255109		
CTCF:856	chr15	60320804		
CTCF:26612	chr15	60324471		
CTCF:62997	chr15	60333005		
CTCF:15884	chr15	60334034		
CTCF:34961	chr15	60357691		
CTCF:58865	chr15	60376445		
CTCF:42913	chr15	60386581		
CTCF:6781	chr15	60424642		
CTCF:71257	chr15	60445751		
CTCF:54315	chr15	60471369		
CTCF:47272	chr15	60472007		
CTCF:73766	chr15	60483241		
CTCF:12246	chr15	60562449		
CTCF:65150	chr15	60589232		
CTCF:70037	chr15	60591458		
CTCF:80255	chr15	60608271		
CTCF:16627	chr15	60629045		
CTCF:76863	chr15	60630672		
CTCF:50351	chr15	60652501		
CTCF:84363	chr15	60662300		
CTCF:52917	chr15	60698090		
CTCF:31489	chr15	60728609		
CTCF:68128	chr15	60738259		
CTCF:86881	chr15	60778283		
CTCF:81924	chr15	60786087		
CTCF:13202	chr15	60822075		
CTCF:18508	chr15	60861447		
CTCF:62399	chr15	60861883		
CTCF:87086	chr15	60876825		
CTCF:69034	chr15	60887223		
CTCF:9363	chr15	60927320		
CTCF:85274	chr15	60928157		
CTCF:64708	chr15	60992210		
CTCF:56480	chr15	61007643		
CTCF:56898	chr15	61068172		
CTCF:32209	chr15	61083639		
CTCF:62189	chr15	61099170		
CTCF:38508	chr15	61104891		
CTCF:71526	chr15	61105598		
CTCF:74605	chr15	61115416		
CTCF:85284	chr15	61121290		
CTCF:1061	chr15	61127381		
CTCF:81326	chr15	61163025		
CTCF:3644	chr15	61173023		
CTCF:63733	chr15	61226131		
CTCF:81412	chr15	61245715		
CTCF:79313	chr15	61249805		
CTCF:69886	chr15	61268846		
CTCF:76734	chr15	61283213		
CTCF:57476	chr15	61476015		
CTCF:70469	chr15	61482268		
CTCF:56375	chr15	61499698		
CTCF:87185	chr15	61516175		
CTCF:20626	chr15	61540736		
CTCF:34512	chr15	61546124		
CTCF:2025	chr15	61566737		
CTCF:83139	chr15	61583631		
CTCF:26720	chr15	61611041		
CTCF:22610	chr15	61666248		
CTCF:14784	chr15	61679016		
CTCF:49859	chr15	61680216		
CTCF:84495	chr15	61680890		
CTCF:76743	chr15	61685179		
CTCF:15134	chr15	61689603		
CTCF:34521	chr15	61831523		
CTCF:78818	chr15	61897662		
CTCF:66868	chr15	61926793		
CTCF:2927	chr15	61970445		
CTCF:84455	chr15	61994985		
CTCF:37841	chr15	61995494		
CTCF:79453	chr15	62005476		
CTCF:6655	chr15	62024715		
CTCF:33418	chr15	62025351		
CTCF:17142	chr15	62062697		
CTCF:57512	chr15	62104174		
CTCF:14036	chr15	62125852		
CTCF:5801	chr15	62146973		
CTCF:7275	chr15	62148915		
CTCF:66067	chr15	62172447		
CTCF:77104	chr15	62176118		
CTCF:56740	chr15	62216764		
CTCF:68801	chr15	62222747		
CTCF:51952	chr15	62228862		
CTCF:986	chr15	62232994		
CTCF:20272	chr15	62242626		
CTCF:50279	chr15	62273382		
CTCF:31615	chr15	62413966		
CTCF:75461	chr15	62460477		
CTCF:76217	chr15	62599366		
CTCF:61714	chr15	62643570		
CTCF:10567	chr15	62760856		
CTCF:35027	chr15	62765576		
CTCF:82053	chr15	62788671		
CTCF:5278	chr15	62807628		
CTCF:6196	chr15	62810731		
CTCF:27827	chr15	62829458		
CTCF:33484	chr15	62830965		
CTCF:76546	chr15	62846655		
CTCF:83063	chr15	62870869		
CTCF:4655	chr15	62889372		
CTCF:15294	chr15	62915212		
CTCF:51367	chr15	62920786		
CTCF:52151	chr15	62942625		
CTCF:5264	chr15	62984968		
CTCF:66739	chr15	63022761		
CTCF:65185	chr15	63026653		
CTCF:20854	chr15	63040601		
CTCF:57803	chr15	63108961		
CTCF:2578	chr15	63112610		
CTCF:29713	chr15	63113277		
CTCF:6252	chr15	63133856		
CTCF:45266	chr15	63140495		
CTCF:37513	chr15	63156770		
CTCF:5603	chr15	63157476		
CTCF:56050	chr15	63162796		
CTCF:10940	chr15	63165901		
CTCF:16892	chr15	63181122		
CTCF:78447	chr15	63190311		
CTCF:20729	chr15	63268708		
CTCF:57367	chr15	63274796		
CTCF:35416	chr15	63276208		
CTCF:12529	chr15	63291645		
CTCF:79272	chr15	63330931		
CTCF:10031	chr15	63350522		
CTCF:27782	chr15	63366331		
CTCF:84929	chr15	63375174		
CTCF:8527	chr15	63377278		
CTCF:83402	chr15	63380000		
CTCF:19248	chr15	63383788		
CTCF:10661	chr15	63398404		
CTCF:86427	chr15	63406488		
CTCF:61462	chr15	63409878		
CTCF:43668	chr15	63415968		
CTCF:6042	chr15	63464400		
CTCF:3161	chr15	63465164		
CTCF:31637	chr15	63475548		
CTCF:6267	chr15	63480323		
CTCF:66093	chr15	63494771		
CTCF:82075	chr15	63502468		
CTCF:50153	chr15	63515312		
CTCF:51825	chr15	63568683		
CTCF:2511	chr15	63597169		
CTCF:38219	chr15	63675534		
CTCF:22301	chr15	63690701		
CTCF:19129	chr15	63718193		
CTCF:18626	chr15	63903705		
CTCF:66741	chr15	63908780		
CTCF:30129	chr15	63916309		
CTCF:8314	chr15	63936443		
CTCF:12756	chr15	63942196		
CTCF:34590	chr15	63948944		
CTCF:11144	chr15	63996158		
CTCF:26111	chr15	64007162		
CTCF:30099	chr15	64025253		
CTCF:83945	chr15	64041827		
CTCF:14035	chr15	64060437		
CTCF:15528	chr15	64061856		
CTCF:29958	chr15	64087273		
CTCF:51307	chr15	64098913		
CTCF:53403	chr15	64105718		
CTCF:77288	chr15	64125658		
CTCF:67834	chr15	64146055		
CTCF:39281	chr15	64158066		
CTCF:21980	chr15	64160641		
CTCF:23208	chr15	64164734		
CTCF:30457	chr15	64195442		
CTCF:82450	chr15	64210223		
CTCF:74989	chr15	64247361		
CTCF:84444	chr15	64249232		
CTCF:35492	chr15	64268128		
CTCF:4318	chr15	64271084		
CTCF:82170	chr15	64281980		
CTCF:53596	chr15	64300240		
CTCF:9294	chr15	64313650		
CTCF:48812	chr15	64317916		
CTCF:15903	chr15	64331933		
CTCF:12958	chr15	64466097		
CTCF:42509	chr15	64467318		
CTCF:46158	chr15	64481116		
CTCF:55005	chr15	64484063		
CTCF:75418	chr15	64525973		
CTCF:2130	chr15	64577281		
CTCF:78035	chr15	64578401		
CTCF:41060	chr15	64643794		
CTCF:18591	chr15	64646590		
CTCF:10223	chr15	64668128		
CTCF:58653	chr15	64673980		
CTCF:48698	chr15	64679479		
CTCF:3810	chr15	64683183		
CTCF:9457	chr15	64698715		
CTCF:76075	chr15	64731906		
CTCF:76826	chr15	64765228		
CTCF:3667	chr15	64777962		
CTCF:80110	chr15	64778431		
CTCF:18736	chr15	64785710		
CTCF:33568	chr15	64786995		
CTCF:79318	chr15	64824201		
CTCF:1940	chr15	64853915		
CTCF:85801	chr15	64860885		
CTCF:21845	chr15	64868622		
CTCF:70959	chr15	64881327		
CTCF:56033	chr15	64899914		
CTCF:76232	chr15	64914278		
CTCF:33830	chr15	64918247		
CTCF:87704	chr15	64930347		
CTCF:1290	chr15	64930767		
CTCF:6996	chr15	64932930		
CTCF:1569	chr15	64942423		
CTCF:85563	chr15	64976136		
CTCF:66216	chr15	64979567		
CTCF:1456	chr15	64983245		
CTCF:16171	chr15	64985543		
CTCF:6525	chr15	65002960		
CTCF:58253	chr15	65023239		
CTCF:9307	chr15	65026261		
CTCF:68901	chr15	65045892		
CTCF:60050	chr15	65113142		
CTCF:59219	chr15	65144584		
CTCF:51724	chr15	65184820		
CTCF:28936	chr15	65244350		
CTCF:20258	chr15	65260021		
CTCF:43463	chr15	65260985		
CTCF:44698	chr15	65319816		
CTCF:67329	chr15	65383351		
CTCF:70705	chr15	65463478		
CTCF:85777	chr15	65500716		
CTCF:16937	chr15	65513102		
CTCF:4588	chr15	65536501		
CTCF:54523	chr15	65580749		
CTCF:74988	chr15	65601318		
CTCF:55400	chr15	65651519		
CTCF:70814	chr15	65693296		
CTCF:54787	chr15	65910016		
CTCF:33063	chr15	65911552		
CTCF:28999	chr15	65913416		
CTCF:25826	chr15	65915989		
CTCF:71982	chr15	65932785		
CTCF:8597	chr15	65942989		
CTCF:39194	chr15	65985956		
CTCF:72959	chr15	65998025		
CTCF:34188	chr15	66014785		
CTCF:48214	chr15	66016812		
CTCF:34317	chr15	66019506		
CTCF:75225	chr15	66124771		
CTCF:87392	chr15	66125460		
CTCF:74663	chr15	66133976		
CTCF:18112	chr15	66234514		
CTCF:27880	chr15	66274564		
CTCF:12547	chr15	66290372		
CTCF:22216	chr15	66332515		
CTCF:43038	chr15	66357766		
CTCF:37719	chr15	66384313		
CTCF:3028	chr15	66386239		
CTCF:10798	chr15	66396066		
CTCF:64801	chr15	66402581		
CTCF:45843	chr15	66414333		
CTCF:55874	chr15	66415471		
CTCF:71841	chr15	66423021		
CTCF:54709	chr15	66434065		
CTCF:29871	chr15	66445904		
CTCF:16198	chr15	66452088		
CTCF:18374	chr15	66463000		
CTCF:47794	chr15	66469130		
CTCF:81229	chr15	66516428		
CTCF:64650	chr15	66549630		
CTCF:79881	chr15	66596995		
CTCF:21101	chr15	66618617		
CTCF:8200	chr15	66630077		
CTCF:14223	chr15	66633591		
CTCF:7470	chr15	66639164		
CTCF:51954	chr15	66658027		
CTCF:59742	chr15	66710431		
CTCF:14606	chr15	66711295		
CTCF:73740	chr15	66722125		
CTCF:60772	chr15	66724178		
CTCF:2090	chr15	66730664		
CTCF:62364	chr15	66747693		
CTCF:16519	chr15	66752515		
CTCF:3798	chr15	66753598		
CTCF:78734	chr15	66793614		
CTCF:43922	chr15	66810008		
CTCF:12807	chr15	66863257		
CTCF:64449	chr15	66870884		
CTCF:35462	chr15	66908630		
CTCF:15164	chr15	66955428		
CTCF:8675	chr15	67004436		
CTCF:1425	chr15	67111059		
CTCF:11984	chr15	67115250		
CTCF:80649	chr15	67125283		
CTCF:48003	chr15	67135931		
CTCF:16320	chr15	67138644		
CTCF:24610	chr15	67144247		
CTCF:62058	chr15	67150833		
CTCF:85701	chr15	67185904		
CTCF:87514	chr15	67209378		
CTCF:43338	chr15	67218537		
CTCF:46856	chr15	67220987		
CTCF:65893	chr15	67241186		
CTCF:57454	chr15	67293349		
CTCF:73067	chr15	67305344		
CTCF:69955	chr15	67313496		
CTCF:49174	chr15	67335446		
CTCF:85052	chr15	67344931		
CTCF:82658	chr15	67379412		
CTCF:32015	chr15	67382874		
CTCF:45365	chr15	67439417		
CTCF:24219	chr15	67459946		
CTCF:10316	chr15	67474199		
CTCF:77365	chr15	67480482		
CTCF:14984	chr15	67489875		
CTCF:13385	chr15	67542263		
CTCF:11735	chr15	67545549		
CTCF:75341	chr15	67554540		
CTCF:7295	chr15	67555339		
CTCF:7618	chr15	67557817		
CTCF:39388	chr15	67582073		
CTCF:15842	chr15	67602986		
CTCF:83906	chr15	67638906		
CTCF:87031	chr15	67649177		
CTCF:18826	chr15	67655563		
CTCF:32577	chr15	67683593		
CTCF:49370	chr15	67732473		
CTCF:82627	chr15	67747085		
CTCF:38773	chr15	67802984		
CTCF:18369	chr15	67808751		
CTCF:29201	chr15	67842275		
CTCF:69492	chr15	67860005		
CTCF:64810	chr15	67885912		
CTCF:71614	chr15	68026396		
CTCF:77866	chr15	68034803		
CTCF:54416	chr15	68058835		
CTCF:82037	chr15	68059912		
CTCF:68091	chr15	68073110		
CTCF:86419	chr15	68088599		
CTCF:62323	chr15	68094618		
CTCF:81652	chr15	68112057		
CTCF:54468	chr15	68154910		
CTCF:44708	chr15	68179959		
CTCF:75666	chr15	68183800		
CTCF:50372	chr15	68201487		
CTCF:54300	chr15	68260919		
CTCF:24639	chr15	68262446		
CTCF:39037	chr15	68290261		
CTCF:57578	chr15	68293922		
CTCF:86514	chr15	68326822		
CTCF:29974	chr15	68339336		
CTCF:64902	chr15	68342525		
CTCF:54158	chr15	68345164		
CTCF:36427	chr15	68434858		
