chr	H1_chromhmm	H1_CIS	cell_type	chr_1	pos1_1	pos2_1	element_lab	elem_type	elem_id	len	strand	main_lab	main_type	main_elem	main_id	flank_side	ltr_loc
chr17	TxWk	cont_TxWk_EnhWk	h1	chr17	11976513	11976947	LTR7Y:3031	LTR7Y	3031	2713	+	flanked:LTR7Y_HERVH-int:1629	flanked	LTR7Y_HERVH-int	1629	NA	3prime
chr17	EnhG1	cont_Tx_EnhG2	h1	chr17	11976513	11976947	LTR7Y:3031	LTR7Y	3031	2713	+	flanked:LTR7Y_HERVH-int:1629	flanked	LTR7Y_HERVH-int	1629	NA	3prime
chr17	EnhA1	cont_EnhA	h1	chr17	19458338	19458728	LTR7:3033	LTR7	3033	2220	-	solo:LTR7:374	solo	LTR7	374	NA	NA
chr17	Het	cont_Het_Rpts_strongest	h1	chr17	22615830	22616294	LTR7:3042	LTR7	3042	2904	+	solo:LTR7:376	solo	LTR7	376	NA	NA
chr17	TxWk	cont_TxWk_EnhWk	h1	chr17	32772919	32773029	LTR7B:3048	LTR7B	3048	556	+	nonflanked:LTR7B_HERVH-int:2450:5prime	nonflanked	LTR7B_HERVH-int	2450	5prime	5prime
chr17	TxWk	cont_TxWk_EnhWk	h1	chr17	32773029	32773540	HERVH-int:3049	HERVH-int	3049	2782	+	nonflanked:LTR7B_HERVH-int:2450:5prime	nonflanked	LTR7B_HERVH-int	2450	5prime	NA
chr17	TxWk	cont_TxWk_EnhWk	h1	chr17	32773535	32774241	HERVH-int:3050	HERVH-int	3050	3932	+	nonflanked:LTR7B_HERVH-int:2450:5prime	nonflanked	LTR7B_HERVH-int	2450	5prime	NA
chr17	TssFlnk	cont_Low_TssBiv	h1	chr17	32773535	32774241	HERVH-int:3050	HERVH-int	3050	3932	+	nonflanked:LTR7B_HERVH-int:2450:5prime	nonflanked	LTR7B_HERVH-int	2450	5prime	NA
chr17	TxWk	cont_TxWk_EnhWk	h1	chr17	39917413	39917823	LTR7B:3058	LTR7B	3058	2702	+	solo:LTR7B:380	solo	LTR7B	380	NA	NA
chr17	EnhA2	cont_Het_Rpts	h1	chr17	53455672	53456123	LTR7:3063	LTR7	3063	3539	-	solo:LTR7:387	solo	LTR7	387	NA	NA
chr17	EnhA1	cont_Low_TssBiv	h1	chr17	53608085	53608641	LTR7B:3064	LTR7B	3064	2785	+	solo:LTR7B:388	solo	LTR7B	388	NA	NA
chr17	ZNF-Rpts	cont_Low_TssBiv	h1	chr17	53608085	53608641	LTR7B:3064	LTR7B	3064	2785	+	solo:LTR7B:388	solo	LTR7B	388	NA	NA
chr17	EnhA2	cont_Low_TssBiv	h1	chr17	54345637	54346137	LTR7:3065	LTR7	3065	3119	+	solo:LTR7:389	solo	LTR7	389	NA	NA
chr17	EnhA1	cont_Low_TssBiv	h1	chr17	54345637	54346137	LTR7:3065	LTR7	3065	3119	+	solo:LTR7:389	solo	LTR7	389	NA	NA
chr17	Tx	cont_Tx_EnhG2	h1	chr17	54935083	54935436	LTR7:3069	LTR7	3069	1932	-	solo:LTR7:390	solo	LTR7	390	NA	NA
chr17	EnhA2	cont_EnhA_EnhWk	h1	chr17	57017123	57017526	LTR7:3079	LTR7	3079	2640	+	solo:LTR7:392	solo	LTR7	392	NA	NA
chr17	EnhA2	cont_EnhA	h1	chr17	60384971	60385404	LTR7:3080	LTR7	3080	2540	+	solo:LTR7:393	solo	LTR7	393	NA	NA
chr17	TxWk	cont_TxWk_EnhWk	h1	chr17	64764752	64765196	LTR7C:3082	LTR7C	3082	2394	-	solo:LTR7C:395	solo	LTR7C	395	NA	NA
chr17	TxWk	cont_TxWk_Enh	h1	chr17	67328337	67328797	LTR7B:3084	LTR7B	3084	3770	+	solo:LTR7B:397	solo	LTR7B	397	NA	NA
chr17	TxWk	cont_TxWk_Enh	h1	chr17	67424814	67425185	LTR7B:3085	LTR7B	3085	1724	+	solo:LTR7B:398	solo	LTR7B	398	NA	NA
chr17	Het	cont_Low_TssBiv	h1	chr17	68122450	68122890	LTR7C:3086	LTR7C	3086	2620	-	solo:LTR7C:399	solo	LTR7C	399	NA	NA
chr17	ReprPCWk	cont_TxWk_Enh	h1	chr17	74724498	74724930	LTR7B:3097	LTR7B	3097	3342	-	solo:LTR7B:402	solo	LTR7B	402	NA	NA
chr17	TxWk	cont_Tx_EnhG1	h1	chr17	75252620	75253051	LTR7B:3098	LTR7B	3098	3360	+	flanked:LTR7B_HERVH-int:1634	flanked	LTR7B_HERVH-int	1634	NA	5prime
chr17	TxWk	cont_Tx_EnhG1	h1	chr17	75253053	75255974	HERVH-int:3099	HERVH-int	3099	15290	+	flanked:LTR7B_HERVH-int:1634	flanked	LTR7B_HERVH-int	1634	NA	NA
chr17	TxWk	cont_Tx_EnhG1	h1	chr17	75255968	75256131	HERVH-int:3100	HERVH-int	3100	892	+	flanked:LTR7B_HERVH-int:1634	flanked	LTR7B_HERVH-int	1634	NA	NA
chr17	TxWk	cont_Tx_EnhG1	h1	chr17	75256106	75256607	HERVH-int:3101	HERVH-int	3101	3186	+	flanked:LTR7B_HERVH-int:1634	flanked	LTR7B_HERVH-int	1634	NA	NA
chr17	TxWk	cont_Tx_EnhG1	h1	chr17	75256609	75257265	HERVH-int:3102	HERVH-int	3102	4162	+	flanked:LTR7B_HERVH-int:1634	flanked	LTR7B_HERVH-int	1634	NA	NA
chr17	TxWk	cont_Tx_EnhG1	h1	chr17	75257266	75257854	HERVH-int:3103	HERVH-int	3103	2239	+	flanked:LTR7B_HERVH-int:1634	flanked	LTR7B_HERVH-int	1634	NA	NA
chr17	TxWk	cont_Tx_EnhG1	h1	chr17	75257854	75258281	LTR7B:3104	LTR7B	3104	3382	+	flanked:LTR7B_HERVH-int:1634	flanked	LTR7B_HERVH-int	1634	NA	3prime
chr17	Het	cont_TxWk_EnhWk	h1	chr17	76608285	76611082	HERVH-int:3112	HERVH-int	3112	15901	-	flanked:LTR7_HERVH-int:1635	flanked	LTR7_HERVH-int	1635	NA	NA
chr17	Het	cont_TxWk_EnhWk	h1	chr17	76611084	76611511	LTR7:3113	LTR7	3113	2654	-	flanked:LTR7_HERVH-int:1635	flanked	LTR7_HERVH-int	1635	NA	5prime
chr17	ZNF-Rpts	cont_TxWk_EnhWk	h1	chr17	76611084	76611511	LTR7:3113	LTR7	3113	2654	-	flanked:LTR7_HERVH-int:1635	flanked	LTR7_HERVH-int	1635	NA	5prime
chr17	TxWk	cont_TxWk_Enh	h1	chr17	77919048	77919243	HERVH-int:3114	HERVH-int	3114	1444	+	nonflanked:LTR7B_HERVH-int:2454:3prime	nonflanked	LTR7B_HERVH-int	2454	3prime	NA
chr17	TxWk	cont_TxWk_Enh	h1	chr17	77919365	77919794	LTR7B:3115	LTR7B	3115	3448	+	nonflanked:LTR7B_HERVH-int:2454:3prime	nonflanked	LTR7B_HERVH-int	2454	3prime	3prime
chr17	Het	cont_Het_Rpts	h1	chr17	79010891	79011346	LTR7B:3116	LTR7B	3116	3091	+	solo:LTR7B:404	solo	LTR7B	404	NA	NA
chr17	EnhWk	cont_TxWk_EnhWk	h1	chr17	80153279	80153743	LTR7B:3117	LTR7B	3117	3710	+	solo:LTR7B:405	solo	LTR7B	405	NA	NA
chr17	EnhA1	cont_Low_EnhWk	h1	chr17	80258156	80258544	LTR7:3118	LTR7	3118	2713	-	solo:LTR7:406	solo	LTR7	406	NA	NA
chr17	EnhWk	cont_Tss_noEnh	h1	chr17	80258156	80258544	LTR7:3118	LTR7	3118	2713	-	solo:LTR7:406	solo	LTR7	406	NA	NA
chr17	EnhWk	cont_Low_EnhWk	h1	chr17	80400240	80403146	HERVH-int:3120	HERVH-int	3120	8045	+	flanked:LTR7B_HERVH-int:1636	flanked	LTR7B_HERVH-int	1636	NA	NA
chr17	EnhWk	cont_Low_EnhWk	h1	chr17	80403180	80403381	HERVH-int:3121	HERVH-int	3121	8045	+	flanked:LTR7B_HERVH-int:1636	flanked	LTR7B_HERVH-int	1636	NA	NA
chr17	ReprPCWk	cont_TxWk_Enh	h1	chr17	80403180	80403381	HERVH-int:3121	HERVH-int	3121	8045	+	flanked:LTR7B_HERVH-int:1636	flanked	LTR7B_HERVH-int	1636	NA	NA
chr17	ReprPCWk	cont_TxWk_Enh	h1	chr17	80403367	80403814	HERVH-int:3122	HERVH-int	3122	2708	+	flanked:LTR7B_HERVH-int:1636	flanked	LTR7B_HERVH-int	1636	NA	NA
chr17	ReprPCWk	cont_TxWk_Enh	h1	chr17	80403802	80407762	HERVH-int:3123	HERVH-int	3123	23016	+	flanked:LTR7B_HERVH-int:1636	flanked	LTR7B_HERVH-int	1636	NA	NA
chr17	ReprPCWk	cont_TxWk_Enh	h1	chr17	80407762	80408186	LTR7B:3124	LTR7B	3124	3293	+	flanked:LTR7B_HERVH-int:1636	flanked	LTR7B_HERVH-int	1636	NA	3prime
chr17	EnhWk	cont_TxWk_EnhWk	h1	chr17	82346372	82346833	LTR7C:3125	LTR7C	3125	3399	-	solo:LTR7C:408	solo	LTR7C	408	NA	NA
chr18	TxWk	cont_TxWk_EnhWk	h1	chr18	8954364	8954760	LTR7:3128	LTR7	3128	2258	+	solo:LTR7:434	solo	LTR7	434	NA	NA
chr18	EnhA1	cont_EnhA	h1	chr18	23285009	23285069	LTR7B:3135	LTR7B	3135	479	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	5prime
chr18	EnhA2	cont_EnhA	h1	chr18	23285009	23285069	LTR7B:3135	LTR7B	3135	479	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	5prime
chr18	EnhA2	cont_EnhA	h1	chr18	23285069	23287461	HERVH-int:3136	HERVH-int	3136	16338	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	NA
chr18	TxWk	cont_TxWk_EnhWk	h1	chr18	23285069	23287461	HERVH-int:3136	HERVH-int	3136	16338	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	NA
chr18	TxWk	cont_TxWk_EnhWk	h1	chr18	23287447	23288300	HERVH-int:3137	HERVH-int	3137	6353	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	NA
chr18	TxWk	cont_TxWk_EnhWk	h1	chr18	23288302	23288482	HERVH-int:3138	HERVH-int	3138	1351	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	NA
chr18	TxWk	cont_TxWk_EnhWk	h1	chr18	23288479	23289057	HERVH-int:3139	HERVH-int	3139	3738	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	NA
chr18	TxWk	cont_TxWk_EnhWk	h1	chr18	23289037	23289274	HERVH-int:3140	HERVH-int	3140	1444	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	NA
chr18	TxWk	cont_TxWk_EnhWk	h1	chr18	23289272	23289650	HERVH-int:3141	HERVH-int	3141	2323	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	NA
chr18	TxWk	cont_TxWk_EnhWk	h1	chr18	23289650	23290046	LTR7:3142	LTR7	3142	2789	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	3prime
chr18	EnhA2	cont_Low_TssBiv	h1	chr18	23289650	23290046	LTR7:3142	LTR7	3142	2789	+	flanked:LTR7B_LTR7_HERVH-int:1637	flanked	LTR7B_LTR7_HERVH-int	1637	NA	3prime
chr18	TxWk	cont_Low_TssBiv	h1	chr18	27230591	27231051	LTR7B:3143	LTR7B	3143	3767	+	solo:LTR7B_LTR7:412	solo	LTR7B_LTR7	412	NA	NA
chr18	EnhA2	cont_Low_EnhWk	h1	chr18	27230591	27231051	LTR7B:3143	LTR7B	3143	3767	+	solo:LTR7B_LTR7:412	solo	LTR7B_LTR7	412	NA	NA
chr18	EnhA2	cont_Low_EnhWk	h1	chr18	27231700	27232070	LTR7:3144	LTR7	3144	2002	-	solo:LTR7:413	solo	LTR7	413	NA	NA
chr18	EnhA2	cont_Low_EnhWk	h1	chr18	27232259	27232705	LTR7:3145	LTR7	3145	3567	+	solo:LTR7B_LTR7:412	solo	LTR7B_LTR7	412	NA	NA
chr18	EnhA2	cont_Low_TssBiv	h1	chr18	30612755	30613127	LTR7:3156	LTR7	3156	1964	+	solo:LTR7:416	solo	LTR7	416	NA	NA
chr18	EnhA2	cont_Low_EnhWk	h1	chr18	31807335	31809060	HERVH-int:3165	HERVH-int	3165	8896	+	flanked:LTR7_HERVH-int:1640	flanked	LTR7_HERVH-int	1640	NA	NA
chr18	EnhA2	cont_Low_EnhWk	h1	chr18	31809061	31809278	HERVH-int:3166	HERVH-int	3166	1395	+	flanked:LTR7_HERVH-int:1640	flanked	LTR7_HERVH-int	1640	NA	NA
chr18	EnhA2	cont_Low_EnhWk	h1	chr18	31809276	31809655	HERVH-int:3167	HERVH-int	3167	2338	+	flanked:LTR7_HERVH-int:1640	flanked	LTR7_HERVH-int	1640	NA	NA
chr18	EnhA2	cont_Low_EnhWk	h1	chr18	31809655	31810056	LTR7:3168	LTR7	3168	2552	+	flanked:LTR7_HERVH-int:1640	flanked	LTR7_HERVH-int	1640	NA	3prime
chr18	EnhA1	cont_TxWk_EnhWk	h1	chr18	31809655	31810056	LTR7:3168	LTR7	3168	2552	+	flanked:LTR7_HERVH-int:1640	flanked	LTR7_HERVH-int	1640	NA	3prime
chr18	EnhA2	cont_EnhA	h1	chr18	31826668	31827058	LTR7:3169	LTR7	3169	2241	-	solo:LTR7:417	solo	LTR7	417	NA	NA
chr18	EnhA1	cont_EnhA	h1	chr18	31826668	31827058	LTR7:3169	LTR7	3169	2241	-	solo:LTR7:417	solo	LTR7	417	NA	NA
chr18	EnhWk	cont_TxWk_EnhWk	h1	chr18	31954746	31955206	LTR7B:3170	LTR7B	3170	3666	+	solo:LTR7B:418	solo	LTR7B	418	NA	NA
chr18	TxWk	cont_TxWk_Enh	h1	chr18	31954746	31955206	LTR7B:3170	LTR7B	3170	3666	+	solo:LTR7B:418	solo	LTR7B	418	NA	NA
chr18	TxWk	cont_TxWk_Enh	h1	chr18	32000482	32000946	LTR7B:3171	LTR7B	3171	3899	+	flanked:LTR7B_HERVH-int:1641	flanked	LTR7B_HERVH-int	1641	NA	5prime
chr18	TxWk	cont_TxWk_Enh	h1	chr18	32000946	32003849	HERVH-int:3172	HERVH-int	3172	8754	+	flanked:LTR7B_HERVH-int:1641	flanked	LTR7B_HERVH-int	1641	NA	NA
chr18	TxWk	cont_TxWk_Enh	h1	chr18	32003849	32005118	HERVH-int:3173	HERVH-int	3173	4282	+	flanked:LTR7B_HERVH-int:1641	flanked	LTR7B_HERVH-int	1641	NA	NA
chr18	TxWk	cont_TxWk_Enh	h1	chr18	32005108	32005369	HERVH-int:3174	HERVH-int	3174	1628	+	flanked:LTR7B_HERVH-int:1641	flanked	LTR7B_HERVH-int	1641	NA	NA
chr18	TxWk	cont_TxWk_Enh	h1	chr18	32005362	32005934	HERVH-int:3175	HERVH-int	3175	3560	+	flanked:LTR7B_HERVH-int:1641	flanked	LTR7B_HERVH-int	1641	NA	NA
chr18	TxWk	cont_TxWk_Enh	h1	chr18	32005934	32006238	LTR7B:3176	LTR7B	3176	1883	+	flanked:LTR7B_HERVH-int:1641	flanked	LTR7B_HERVH-int	1641	NA	3prime
chr18	TxWk	cont_TxWk_Enh	h1	chr18	32006223	32006281	LTR7B:3177	LTR7B	3177	381	+	flanked:LTR7B_HERVH-int:1641	flanked	LTR7B_HERVH-int	1641	NA	3prime
chr18	EnhWk	cont_Low_EnhWk	h1	chr18	35356139	35356551	LTR7:3187	LTR7	3187	2833	-	flanked:LTR7_HERVH-int:1643	flanked	LTR7_HERVH-int	1643	NA	3prime
chr18	Het	cont_Het_Rpts	h1	chr18	35358642	35361381	HERVH-int:3192	HERVH-int	3192	15049	-	flanked:LTR7_HERVH-int:1643	flanked	LTR7_HERVH-int	1643	NA	NA
chr18	Het	cont_Het_Rpts	h1	chr18	35361383	35361791	LTR7:3193	LTR7	3193	2756	-	flanked:LTR7_HERVH-int:1643	flanked	LTR7_HERVH-int	1643	NA	5prime
chr18	TxWk	cont_TxWk_Enh	h1	chr18	35844061	35844501	LTR7:3194	LTR7	3194	3057	+	flanked:LTR7_HERVH-int:1644	flanked	LTR7_HERVH-int	1644	NA	5prime
chr18	TxWk	cont_TxWk_Enh	h1	chr18	35844504	35849387	HERVH-int:3195	HERVH-int	3195	20972	+	flanked:LTR7_HERVH-int:1644	flanked	LTR7_HERVH-int	1644	NA	NA
chr18	EnhWk	cont_EnhA	h1	chr18	35844504	35849387	HERVH-int:3195	HERVH-int	3195	20972	+	flanked:LTR7_HERVH-int:1644	flanked	LTR7_HERVH-int	1644	NA	NA
chr18	EnhA1	cont_EnhA	h1	chr18	35844504	35849387	HERVH-int:3195	HERVH-int	3195	20972	+	flanked:LTR7_HERVH-int:1644	flanked	LTR7_HERVH-int	1644	NA	NA
chr18	EnhA1	cont_EnhA	h1	chr18	35849388	35849604	HERVH-int:3196	HERVH-int	3196	1376	+	flanked:LTR7_HERVH-int:1644	flanked	LTR7_HERVH-int	1644	NA	NA
chr18	EnhA2	cont_EnhA	h1	chr18	35849388	35849604	HERVH-int:3196	HERVH-int	3196	1376	+	flanked:LTR7_HERVH-int:1644	flanked	LTR7_HERVH-int	1644	NA	NA
chr18	EnhA2	cont_EnhA	h1	chr18	35849604	35849980	HERVH-int:3197	HERVH-int	3197	2278	+	flanked:LTR7_HERVH-int:1644	flanked	LTR7_HERVH-int	1644	NA	NA
chr18	EnhA2	cont_EnhA	h1	chr18	35849980	35850418	LTR7:3198	LTR7	3198	3055	+	flanked:LTR7_HERVH-int:1644	flanked	LTR7_HERVH-int	1644	NA	3prime
chr18	EnhA2	cont_EnhA	h1	chr18	42740689	42741353	HERVH-int:3213	HERVH-int	3213	4326	+	flanked:LTR7_HERVH-int:1647	flanked	LTR7_HERVH-int	1647	NA	NA
chr18	EnhA2	cont_EnhA	h1	chr18	42741354	42741570	HERVH-int:3214	HERVH-int	3214	1317	+	flanked:LTR7_HERVH-int:1647	flanked	LTR7_HERVH-int	1647	NA	NA
chr18	EnhA2	cont_EnhA	h1	chr18	42741570	42741944	HERVH-int:3215	HERVH-int	3215	2274	+	flanked:LTR7_HERVH-int:1647	flanked	LTR7_HERVH-int	1647	NA	NA
chr18	EnhA2	cont_EnhA	h1	chr18	42741944	42742345	LTR7:3216	LTR7	3216	2707	+	flanked:LTR7_HERVH-int:1647	flanked	LTR7_HERVH-int	1647	NA	3prime
chr18	TssFlnkU	cont_Tss_EnhG	h1	chr18	42741944	42742345	LTR7:3216	LTR7	3216	2707	+	flanked:LTR7_HERVH-int:1647	flanked	LTR7_HERVH-int	1647	NA	3prime
chr18	TssFlnkU	cont_Tss_EnhG	h1	chr18	42743801	42744300	LTR7:3217	LTR7	3217	3320	+	flanked:LTR7_HERVH-int:1647	flanked	LTR7_HERVH-int	1647	NA	3prime
chr18	EnhA2	cont_EnhA	h1	chr18	42743801	42744300	LTR7:3217	LTR7	3217	3320	+	flanked:LTR7_HERVH-int:1647	flanked	LTR7_HERVH-int	1647	NA	3prime
chr18	Het	cont_Het_Rpts	h1	chr18	42991496	42991957	LTR7:3218	LTR7	3218	2950	+	flanked:LTR7_HERVH-int:1648	flanked	LTR7_HERVH-int	1648	NA	5prime
chr18	Het	cont_Het_Rpts	h1	chr18	42991969	42994288	HERVH-int:3219	HERVH-int	3219	15477	+	flanked:LTR7_HERVH-int:1648	flanked	LTR7_HERVH-int	1648	NA	NA
chr18	ZNF-Rpts	cont_Het_Rpts	h1	chr18	56415435	56415883	LTR7:3239	LTR7	3239	3539	+	flanked:LTR7_HERVH-int:1649	flanked	LTR7_HERVH-int	1649	NA	5prime
chr18	Het	cont_Het_Rpts_strong	h1	chr18	56415435	56415883	LTR7:3239	LTR7	3239	3539	+	flanked:LTR7_HERVH-int:1649	flanked	LTR7_HERVH-int	1649	NA	5prime
chr18	EnhWk	cont_Low_TssBiv	h1	chr18	57064648	57065099	LTR7:3247	LTR7	3247	3515	-	flanked:LTR7_HERVH-int:1650	flanked	LTR7_HERVH-int	1650	NA	3prime
chr18	ReprPCWk	cont_TxWk_EnhWk	h1	chr18	57857372	57857769	LTR7:3253	LTR7	3253	2719	+	solo:LTR7:427	solo	LTR7	427	NA	NA
chr18	EnhWk	cont_Low_EnhWk	h1	chr18	58641221	58641574	LTR7:3254	LTR7	3254	1952	-	flanked:LTR7_HERVH-int:1651	flanked	LTR7_HERVH-int	1651	NA	3prime
chr18	EnhWk	cont_Low_EnhWk	h1	chr18	58641574	58642134	HERVH-int:3255	HERVH-int	3255	3705	-	flanked:LTR7_HERVH-int:1651	flanked	LTR7_HERVH-int	1651	NA	NA
chr18	Het	cont_TxWk_EnhWk	h1	chr18	58644037	58645518	HERVH-int:3259	HERVH-int	3259	9246	-	flanked:LTR7_HERVH-int:1651	flanked	LTR7_HERVH-int	1651	NA	NA
chr18	Het	cont_TxWk_EnhWk	h1	chr18	58645546	58645851	HERVH-int:3260	HERVH-int	3260	1869	-	flanked:LTR7_HERVH-int:1651	flanked	LTR7_HERVH-int	1651	NA	NA
chr18	Het	cont_TxWk_EnhWk	h1	chr18	58646151	58646336	HERVH-int:3261	HERVH-int	3261	1869	-	flanked:LTR7_HERVH-int:1651	flanked	LTR7_HERVH-int	1651	NA	NA
chr18	Het	cont_TxWk_EnhWk	h1	chr18	58646336	58646708	LTR7:3262	LTR7	3262	2078	-	flanked:LTR7_HERVH-int:1651	flanked	LTR7_HERVH-int	1651	NA	5prime
chr18	EnhA2	cont_Het_Rpts	h1	chr18	64275330	64275768	LTR7C:3264	LTR7C	3264	2485	-	solo:LTR7C:429	solo	LTR7C	429	NA	NA
chr18	EnhWk	cont_Low_EnhWk	h1	chr18	67631005	67631462	LTR7:3274	LTR7	3274	3233	-	solo:LTR7:431	solo	LTR7	431	NA	NA
chr18	ZNF-Rpts	cont_Het_Rpts_strongest	h1	chr18	71283335	71283711	LTR7:3275	LTR7	3275	2251	-	solo:LTR7:432	solo	LTR7	432	NA	NA
chr18	Het	cont_Low_TssBiv	h1	chr18	74295903	74297921	HERVH-int:3288	HERVH-int	3288	12662	+	flanked:LTR7_HERVH-int:1654	flanked	LTR7_HERVH-int	1654	NA	NA
chr18	Het	cont_Low_TssBiv	h1	chr18	74297898	74298094	HERVH-int:3289	HERVH-int	3289	1120	+	flanked:LTR7_HERVH-int:1654	flanked	LTR7_HERVH-int	1654	NA	NA
chr18	Het	cont_Low_TssBiv	h1	chr18	74298088	74298143	HERVH-int:3290	HERVH-int	3290	306	+	flanked:LTR7_HERVH-int:1654	flanked	LTR7_HERVH-int	1654	NA	NA
chr18	Het	cont_Low_TssBiv	h1	chr18	74298144	74298681	HERVH-int:3291	HERVH-int	3291	3805	+	flanked:LTR7_HERVH-int:1654	flanked	LTR7_HERVH-int	1654	NA	NA
chr18	Het	cont_Low_TssBiv	h1	chr18	74298681	74299036	LTR7:3292	LTR7	3292	2145	+	flanked:LTR7_HERVH-int:1654	flanked	LTR7_HERVH-int	1654	NA	3prime
chr19	ReprPCWk	cont_Tx_EnhG1	h1	chr19	369600	369994	LTR7B:3297	LTR7B	3297	2629	-	solo:LTR7B:458	solo	LTR7B	458	NA	NA
chr19	TssFlnk	cont_Tss_noEnh	h1	chr19	2901382	2901512	LTR7B:3298	LTR7B	3298	1224	-	solo:LTR7B:454	solo	LTR7B	454	NA	NA
chr19	TssFlnkD	cont_Tss_noEnh	h1	chr19	2901815	2901994	LTR7B:3299	LTR7B	3299	1224	-	solo:LTR7B:454	solo	LTR7B	454	NA	NA
chr19	TxWk	cont_TxWk_Enh	h1	chr19	2902030	2902122	LTR7B:3300	LTR7B	3300	277	-	solo:LTR7B:454	solo	LTR7B	454	NA	NA
chr19	Het	cont_Low_TssBiv	h1	chr19	5846883	5847087	LTR7B:3307	LTR7B	3307	3505	+	flanked:LTR7C_LTR7B_HERVH-int:1656	flanked	LTR7C_LTR7B_HERVH-int	1656	NA	5prime
chr19	Het	cont_Low_TssBiv	h1	chr19	5847388	5847625	LTR7B:3308	LTR7B	3308	3505	+	flanked:LTR7C_LTR7B_HERVH-int:1656	flanked	LTR7C_LTR7B_HERVH-int	1656	NA	5prime
chr19	ReprPCWk	cont_Tx_EnhG1	h1	chr19	5851939	5852530	LTR7B:3312	LTR7B	3312	2794	+	flanked:LTR7C_LTR7B_HERVH-int:1656	flanked	LTR7C_LTR7B_HERVH-int	1656	NA	3prime
chr19	ReprPCWk	cont_Tx_EnhG1	h1	chr19	5852530	5852959	HERVH-int:3313	HERVH-int	3313	986	+	flanked:LTR7C_LTR7B_HERVH-int:1656	flanked	LTR7C_LTR7B_HERVH-int	1656	NA	NA
chr19	ReprPCWk	cont_Tx_EnhG1	h1	chr19	5852990	5853278	HERVH-int:3314	HERVH-int	3314	16329	+	flanked:LTR7C_LTR7B_HERVH-int:1656	flanked	LTR7C_LTR7B_HERVH-int	1656	NA	NA
chr19	ReprPCWk	cont_Tx_EnhG1	h1	chr19	5853576	5854713	HERVH-int:3315	HERVH-int	3315	16329	+	flanked:LTR7C_LTR7B_HERVH-int:1656	flanked	LTR7C_LTR7B_HERVH-int	1656	NA	NA
chr19	ReprPCWk	cont_Tx_EnhG1	h1	chr19	5855009	5857198	HERVH-int:3316	HERVH-int	3316	16329	+	flanked:LTR7C_LTR7B_HERVH-int:1656	flanked	LTR7C_LTR7B_HERVH-int	1656	NA	NA
chr19	ReprPCWk	cont_Tx_EnhG1	h1	chr19	5857251	5857653	LTR7B:3317	LTR7B	3317	2209	+	flanked:LTR7C_LTR7B_HERVH-int:1656	flanked	LTR7C_LTR7B_HERVH-int	1656	NA	3prime
chr19	ReprPCWk	cont_Tx_EnhG1	h1	chr19	5857832	5858275	LTR7C:3318	LTR7C	3318	2676	+	flanked:LTR7C_LTR7B_HERVH-int:1656	flanked	LTR7C_LTR7B_HERVH-int	1656	NA	3prime
chr19	TxWk	cont_Het_Rpts	h1	chr19	6574613	6576096	HERVH-int:3320	HERVH-int	3320	5930	+	nonflanked:LTR7C_HERVH-int:2468:3prime	nonflanked	LTR7C_HERVH-int	2468	3prime	NA
chr19	TxWk	cont_Het_Rpts	h1	chr19	6576073	6576299	HERVH-int:3321	HERVH-int	3321	1348	+	nonflanked:LTR7C_HERVH-int:2468:3prime	nonflanked	LTR7C_HERVH-int	2468	3prime	NA
chr19	TxWk	cont_Het_Rpts	h1	chr19	6576284	6576346	HERVH-int:3322	HERVH-int	3322	294	+	nonflanked:LTR7C_HERVH-int:2468:3prime	nonflanked	LTR7C_HERVH-int	2468	3prime	NA
chr19	TxWk	cont_Het_Rpts	h1	chr19	6576347	6576888	HERVH-int:3323	HERVH-int	3323	3459	+	nonflanked:LTR7C_HERVH-int:2468:3prime	nonflanked	LTR7C_HERVH-int	2468	3prime	NA
chr19	TxWk	cont_Het_Rpts	h1	chr19	6576888	6577300	LTR7C:3324	LTR7C	3324	2327	+	nonflanked:LTR7C_HERVH-int:2468:3prime	nonflanked	LTR7C_HERVH-int	2468	3prime	3prime
chr19	EnhA1	cont_EnhA	h1	chr19	8203644	8204010	LTR7:3325	LTR7	3325	2218	-	solo:LTR7:489	solo	LTR7	489	NA	NA
chr19	EnhA2	cont_EnhA	h1	chr19	8203644	8204010	LTR7:3325	LTR7	3325	2218	-	solo:LTR7:489	solo	LTR7	489	NA	NA
